# x
5.496000051498413086e-01 8.883500099182128906e-01 0.000000000000000000e+00
5.314499735832214355e-01 8.914499878883361816e-01 0.000000000000000000e+00
4.989899992942810059e-01 8.970500230789184570e-01 0.000000000000000000e+00
4.771449863910675049e-01 8.999000191688537598e-01 0.000000000000000000e+00
4.257099926471710205e-01 9.035999774932861328e-01 0.000000000000000000e+00
3.980549871921539307e-01 9.059000015258789062e-01 0.000000000000000000e+00
3.535600006580352783e-01 9.071999788284301758e-01 0.000000000000000000e+00
3.932850062847137451e-01 9.055500030517578125e-01 0.000000000000000000e+00
3.430550098419189453e-01 9.058499932289123535e-01 0.000000000000000000e+00
2.973549962043762207e-01 9.107000231742858887e-01 0.000000000000000000e+00
2.857300043106079102e-01 9.109500050544738770e-01 0.000000000000000000e+00
2.602599859237670898e-01 9.136499762535095215e-01 0.000000000000000000e+00
1.741749942302703857e-01 8.292999863624572754e-01 0.000000000000000000e+00
7.750499993562698364e-02 7.318000197410583496e-01 0.000000000000000000e+00
1.419550031423568726e-01 7.968000173568725586e-01 0.000000000000000000e+00
1.097299978137016296e-01 7.642999887466430664e-01 0.000000000000000000e+00
6.013000011444091797e-01 8.477500081062316895e-01 0.000000000000000000e+00
5.754500031471252441e-01 8.680499792098999023e-01 0.000000000000000000e+00
7.082999944686889648e-01 7.612000107765197754e-01 0.000000000000000000e+00
6.725999712944030762e-01 7.900500297546386719e-01 0.000000000000000000e+00
6.369500160217285156e-01 8.188999891281127930e-01 0.000000000000000000e+00
7.100000232458114624e-02 5.404499769210815430e-01 0.000000000000000000e+00
7.587999850511550903e-02 6.839500069618225098e-01 0.000000000000000000e+00
7.424999773502349854e-02 6.360999941825866699e-01 0.000000000000000000e+00
7.262499630451202393e-02 5.882499814033508301e-01 0.000000000000000000e+00
2.172199934720993042e-01 8.714500069618225098e-01 0.000000000000000000e+00
8.051499724388122559e-01 6.449999809265136719e-01 0.000000000000000000e+00
7.728499770164489746e-01 6.837000250816345215e-01 0.000000000000000000e+00
7.405499815940856934e-01 7.224500179290771484e-01 0.000000000000000000e+00
8.658999800682067871e-01 3.868899941444396973e-01 0.000000000000000000e+00
8.537499904632568359e-01 4.385100007057189941e-01 0.000000000000000000e+00
8.416000008583068848e-01 4.901300072669982910e-01 0.000000000000000000e+00
8.294500112533569336e-01 5.417500138282775879e-01 0.000000000000000000e+00
8.173000216484069824e-01 5.933499932289123535e-01 0.000000000000000000e+00
7.443500161170959473e-01 7.100000232458114624e-02 0.000000000000000000e+00
7.646499872207641602e-01 1.236499994993209839e-01 0.000000000000000000e+00
7.849000096321105957e-01 1.762949973344802856e-01 0.000000000000000000e+00
8.051499724388122559e-01 2.289450019598007202e-01 0.000000000000000000e+00
8.253999948501586914e-01 2.815949916839599609e-01 0.000000000000000000e+00
8.456500172615051270e-01 3.342399895191192627e-01 0.000000000000000000e+00
3.826799988746643066e-01 1.520249992609024048e-01 0.000000000000000000e+00
4.343500137329101562e-01 1.404500007629394531e-01 0.000000000000000000e+00
4.860199987888336182e-01 1.288750022649765015e-01 0.000000000000000000e+00
5.376999974250793457e-01 1.172999963164329529e-01 0.000000000000000000e+00
5.893499851226806641e-01 1.057249978184700012e-01 0.000000000000000000e+00
6.410499811172485352e-01 9.414999932050704956e-02 0.000000000000000000e+00
6.927000284194946289e-01 8.257500082254409790e-02 0.000000000000000000e+00
3.130849897861480713e-01 1.960649937391281128e-01 0.000000000000000000e+00
3.478800058364868164e-01 1.740449965000152588e-01 0.000000000000000000e+00
2.088299989700317383e-01 2.624700069427490234e-01 0.000000000000000000e+00
