Node	X Location (m)	Y Location (m)	Z Location (m)	
2016	0.10325	7.0663e-002	4.6452e-002	
2017	3.973e-002	9.4781e-002	5.516e-002	
2018	4.6858e-002	6.9763e-002	5.1426e-002	
2019	4.0377e-002	9.0391e-002	5.2041e-002	
2020	2.436e-002	0.12685	9.5378e-003	
2021	4.8953e-002	0.15325	4.9476e-002	
2022	0.12558	5.9198e-002	5.301e-002	
2023	9.6067e-002	2.9926e-002	4.7687e-002	
2024	0.14878	0.12411	1.5929e-002	
2025	2.3086e-002	0.12552	4.3451e-002	
2026	9.1812e-002	0.12949	7.9067e-002	
2027	3.3638e-002	7.6146e-002	4.261e-002	
2028	3.5528e-002	7.0903e-002	4.8061e-002	
2029	7.4473e-002	8.9239e-002	6.9868e-002	
2030	4.0058e-002	0.16105	2.4623e-002	
2031	5.3424e-002	0.16651	1.3979e-002	
2032	5.3963e-002	6.3293e-002	4.8401e-002	
2033	0.15378	4.3453e-002	4.2292e-002	
2034	3.5485e-002	0.11607	3.4443e-002	
2035	5.0203e-002	0.17381	8.4637e-003	
2036	0.13054	8.9358e-002	5.5165e-002	
2037	4.0881e-002	0.12601	5.76e-002	
2038	3.1699e-002	0.12666	4.6934e-002	
2039	4.5227e-002	0.15417	3.3343e-002	
2040	7.9513e-002	0.17736	3.4999e-003	
2041	0.14479	0.1232	4.1822e-002	
2042	5.4628e-002	9.1953e-002	2.5506e-002	
2043	3.686e-002	0.16269	2.3557e-002	
2044	2.3962e-002	0.11996	4.6276e-002	
2045	7.2556e-002	0.10896	6.1926e-002	
2046	0.11601	3.6494e-002	3.9626e-002	
2047	0.14872	0.12707	3.6363e-002	
2048	5.9348e-002	6.8616e-002	5.7087e-002	
2049	3.8932e-002	7.9742e-002	5.1442e-002	
2050	4.1238e-002	0.14496	4.8559e-002	
2051	0.10121	6.5491e-002	1.3139e-002	
2052	3.0551e-002	0.13097	4.4333e-002	
2053	8.622e-002	0.13472	7.4746e-002	
2054	0.14941	9.4999e-002	2.7089e-002	
2055	0.11253	0.10548	5.6159e-002	
2056	0.12023	0.16338	3.0065e-002	
2057	0.10816	0.12553	6.7861e-002	
2058	9.7222e-002	0.14098	7.9646e-002	
2059	8.9001e-002	0.15662	3.3806e-002	
2060	3.3461e-002	8.9605e-002	3.2794e-002	
2061	0.10895	0.14176	5.4409e-002	
2062	0.10887	7.1457e-002	6.0319e-002	
2063	7.7762e-002	0.17237	2.2438e-002	
2064	3.6267e-002	0.14088	4.6248e-002	
2065	5.8309e-002	0.17604	4.5098e-003	
2066	2.4973e-002	0.12729	2.5804e-002	
2067	8.5551e-002	9.3737e-002	7.2442e-002	
2068	9.8086e-002	0.12465	7.1144e-002	
2069	0.13149	0.15259	3.3841e-002	
2070	8.1677e-002	8.2328e-002	6.7909e-002	
2071	0.10473	4.4407e-002	4.9233e-002	
2072	0.11377	4.2866e-002	5.0305e-002	
2073	0.11873	0.14059	3.1136e-002	
2074	3.2172e-002	0.1096	5.2354e-002	
2075	9.469e-002	9.8322e-002	7.3696e-002	
2076	3.3966e-002	0.12431	5.3226e-002	
2077	4.8525e-002	9.6203e-002	6.2259e-002	
2078	9.6704e-002	0.12596	7.785e-002	
2079	4.2634e-002	0.12064	1.3394e-002	
2080	9.2384e-002	8.9228e-002	4.1579e-002	
2081	3.0921e-002	0.11366	5.082e-002	
2082	0.13521	0.14634	3.5056e-002	
2083	4.1845e-002	0.16458	2.2972e-002	
2084	4.0083e-002	7.8415e-002	4.1929e-002	
2085	4.9748e-002	0.16604	2.2624e-002	
2086	2.8534e-002	0.11184	4.8977e-002	
2087	0.11847	6.1963e-002	5.4858e-002	
2088	8.4309e-002	0.17735	3.14e-003	
2089	5.2587e-002	0.15436	5.2197e-002	
2090	2.4584e-002	0.11958	3.898e-002	
2091	3.0198e-002	9.9067e-002	5.0311e-002	
2092	7.0615e-002	8.471e-002	7.0039e-002	
2093	9.8335e-002	0.16953	2.7398e-002	
2094	0.14318	0.12107	3.1603e-002	
2095	5.5661e-002	0.15574	4.9397e-002	
2096	0.12699	0.11045	3.702e-002	
2097	0.15877	0.11615	3.0979e-002	
2098	7.9254e-002	0.17403	1.4524e-002	
2099	2.6043e-002	0.10393	2.8061e-002	
2100	3.2214e-002	0.12319	5.1547e-002	
2101	2.9806e-002	0.10697	5.0145e-002	
2102	0.10659	7.7e-002	6.4773e-002	
2103	3.4547e-002	0.1396	4.4306e-002	
2104	9.4564e-002	0.14079	6.883e-002	
2105	3.7719e-002	8.8548e-002	5.3755e-002	
2106	7.4576e-002	8.5092e-002	7.1157e-002	
2107	4.1089e-002	0.15428	3.399e-002	
2108	0.11486	0.12945	6.5359e-002	
2109	0.10048	0.12838	5.0622e-002	
2110	9.9496e-002	0.11589	6.2922e-002	
2111	4.8308e-002	7.2832e-002	4.171e-002	
2112	3.9602e-002	7.5702e-002	2.6439e-002	
2113	2.8495e-002	0.11122	4.4763e-002	
2114	0.11277	6.1523e-002	4.9518e-002	
2115	5.1594e-002	0.15506	4.7255e-002	
2116	4.0684e-002	6.4098e-002	2.3309e-002	
2117	3.8905e-002	0.14828	4.1164e-002	
2118	0.14865	9.8351e-002	4.1243e-002	
2119	4.6847e-002	7.2506e-002	5.253e-002	
2120	2.3388e-002	8.4032e-002	4.8355e-002	
2121	0.14319	8.5303e-002	3.5926e-002	
2122	9.8469e-002	0.13788	7.992e-002	
2123	2.6006e-002	7.4901e-002	4.7482e-002	
2124	9.6977e-002	0.11531	7.2609e-002	
2125	0.16353	0.10824	3.4949e-002	
2126	3.987e-002	0.14047	4.4285e-002	
2127	0.11128	0.16916	6.4841e-003	
2128	0.12623	0.16113	2.9888e-002	
2129	8.7127e-002	0.12361	1.0319e-002	
2130	4.5495e-002	0.12297	6.5201e-002	
2131	0.11683	4.8263e-002	2.0632e-002	
2132	0.11295	0.16599	2.8953e-002	
2133	0.10917	0.14764	1.0623e-002	
2134	8.8318e-002	9.2779e-002	3.4167e-002	
2135	8.4214e-002	0.15765	6.1164e-002	
2136	7.7566e-002	8.4766e-002	7.0932e-002	
2137	0.1496	8.4857e-002	4.6407e-002	
2138	0.11805	9.1183e-002	3.5164e-002	
2139	7.0825e-002	5.8365e-002	1.5224e-002	
2140	0.15555	0.12267	6.1586e-003	
2141	0.101	0.13365	7.6194e-002	
2142	0.12193	3.1863e-002	4.5372e-002	
2143	0.16069	0.11709	3.368e-002	
2144	5.2249e-002	0.15802	4.2698e-002	
2145	0.15786	0.11787	3.476e-002	
2146	0.15539	0.1219	3.3562e-002	
2147	2.5953e-002	8.0133e-002	4.9007e-002	
2148	8.8883e-002	8.7565e-002	2.8139e-002	
2149	0.10811	0.17798	0.	
2150	0.11052	0.1772	1.855e-003	
2151	0.11251	0.17564	0.	
2152	0.10597	0.17262	0.	
2153	0.11165	0.17189	0.	
2154	0.1087	0.17539	2.216e-003	
2155	0.1106	0.17342	3.242e-003	
2156	0.10871	0.17751	1.855e-003	
2157	0.10305	0.17885	0.	
2158	0.10571	0.17793	2.3723e-003	
2159	0.10416	0.17293	0.	
2160	0.10689	0.1757	2.216e-003	
2161	0.10252	0.176	2.3403e-003	
2162	0.11153	0.17641	4.9946e-003	
2163	0.10813	0.17715	4.2273e-003	
2164	0.11311	0.17517	1.855e-003	
2165	0.1093	0.17492	4.071e-003	
2166	0.1112	0.17294	5.0971e-003	
2167	9.9058e-002	0.17923	1.6051e-003	
2168	0.10246	0.17849	2.3723e-003	
2169	9.7614e-002	0.1797	0.	
2170	0.10091	0.1735	0.	
2171	9.5255e-002	0.17692	0.	
2172	9.9273e-002	0.17656	2.3403e-003	
2173	0.10172	0.1783	3.9774e-003	
2174	9.6874e-002	0.17951	1.6051e-003	
2175	9.4667e-002	0.17884	6.0157e-003	
2176	9.9876e-002	0.17831	6.2462e-003	
2177	9.6121e-002	0.17866	7.3211e-003	
2178	9.6672e-002	0.17925	2.8088e-003	
2179	9.8534e-002	0.17637	3.9454e-003	
2180	0.10854	0.17682	5.5119e-003	
2181	0.11352	0.17485	3.1396e-003	
2182	0.11231	0.1758	7.7536e-003	
2183	0.1161	0.17281	8.6734e-003	
2184	0.10971	0.17459	5.3556e-003	
2185	0.11161	0.17262	6.3816e-003	
2186	0.1089	0.17654	6.9863e-003	
2187	0.10328	0.17757	7.0134e-003	
2188	0.1063	0.17533	4.5883e-003	
2189	0.10194	0.17563	4.7127e-003	
2190	9.358e-002	0.17993	8.0253e-004	
2191	9.3593e-002	0.18011	0.	
2192	9.5227e-002	0.17972	1.2038e-003	
2193	9.3071e-002	0.17721	0.	
2194	9.7089e-002	0.17684	2.3403e-003	
2195	8.3402e-002	0.18021	3.6081e-003	
2196	8.6789e-002	0.18051	4.0126e-004	
2197	8.3759e-002	0.18083	0.	
2198	8.2889e-002	0.18058	1.8041e-003	
2199	8.6796e-002	0.1806	0.	
2200	8.3413e-002	0.17725	0.	
2201	8.7928e-002	0.17758	0.	
2202	8.4726e-002	0.17903	1.57e-003	
2203	9.1373e-002	0.17926	5.2132e-003	
2204	9.1744e-002	0.18006	8.0253e-004	
2205	9.3378e-002	0.17967	2.0063e-003	
2206	9.0084e-002	0.18009	1.2038e-003	
2207	9.1222e-002	0.17716	8.0253e-004	
2208	7.9134e-002	0.18114	0.	
2209	8.0994e-002	0.18106	0.	
2210	7.9867e-002	0.18099	9.0203e-004	
2211	7.981e-002	0.17966	0.	
2212	8.2688e-002	0.17897	1.0824e-002	
2213	8.7365e-002	0.17843	1.1627e-002	
2214	7.9156e-002	0.17829	1.2636e-002	
2215	8.8819e-002	0.17826	1.2932e-002	
2216	8.7724e-002	0.17749	1.6652e-002	
2217	8.0082e-002	0.17744	1.6928e-002	
2218	8.5972e-002	0.17761	1.7325e-002	
2219	8.2807e-002	0.17766	1.7449e-002	
2220	8.8729e-002	0.17424	1.4379e-002	
2221	8.4249e-002	0.17477	1.1353e-002	
2222	8.6598e-002	0.17433	1.7934e-002	
2223	8.1484e-002	0.17613	1.4478e-002	
2224	8.6339e-002	0.17917	8.0188e-003	
2225	7.813e-002	0.17903	9.0282e-003	
2226	8.5049e-002	0.18	4.0094e-003	
2227	8.1149e-002	0.18007	5.4122e-003	
2228	7.9145e-002	0.17972	6.3182e-003	
2229	7.831e-002	0.17753	6.55e-003	
2230	8.3223e-002	0.17551	7.7446e-003	
2231	8.0588e-002	0.17853	5.3581e-003	
2232	8.2986e-002	0.17853	5.1781e-003	
2233	8.0458e-002	0.17687	1.087e-002	
2234	9.247e-002	0.17846	1.0127e-002	
2235	9.302e-002	0.17905	5.6144e-003	
2236	8.9726e-002	0.17947	4.8119e-003	
2237	9.0865e-002	0.17653	4.4106e-003	
2238	9.2381e-002	0.17444	1.1573e-002	
2239	8.79e-002	0.17498	8.5471e-003	
2240	9.4882e-002	0.17617	6.751e-003	
2241	8.7663e-002	0.17799	5.9806e-003	
2242	7.0184e-002	0.17883	7.6681e-003	
2243	7.0274e-002	0.17773	1.0711e-002	
2244	7.3246e-002	0.17753	1.4234e-002	
2245	7.5525e-002	0.1775	1.5132e-002	
2246	7.1241e-002	0.17748	1.3054e-002	
2247	7.3627e-002	0.17912	8.1302e-003	
2248	7.5613e-002	0.17904	8.1302e-003	
2249	7.3482e-002	0.17449	1.2096e-002	
2250	7.4777e-002	0.17686	8.362e-003	
2251	7.6926e-002	0.17619	1.2682e-002	
2252	6.9662e-002	0.1813	0.	
2253	7.1684e-002	0.18067	2.7101e-003	
2254	7.2698e-002	0.18136	0.	
2255	7.2141e-002	0.17977	0.	
2256	7.939e-002	0.18096	9.0203e-004	
2257	7.8149e-002	0.18076	1.355e-003	
2258	7.7664e-002	0.18115	0.	
2259	7.9333e-002	0.17962	0.	
2260	6.719e-002	0.18023	2.248e-003	
2261	7.0633e-002	0.18053	2.7101e-003	
2262	6.6326e-002	0.18141	0.	
2263	7.109e-002	0.17964	0.	
2264	6.6764e-002	0.17908	0.	
2265	5.9412e-002	0.18113	1.6895e-003	
2266	5.8309e-002	0.18217	0.	
2267	6.1756e-002	0.1819	0.	
2268	6.1045e-002	0.18143	1.124e-003	
2269	5.7266e-002	0.179	0.	
2270	6.2194e-002	0.17956	0.	
2271	6.2561e-002	0.17971	3.9375e-003	
2272	6.2103e-002	0.17774	7.4389e-003	
2273	6.5859e-002	0.17821	7.5384e-003	
2274	6.9212e-002	0.1796	4.958e-003	
2275	6.4905e-002	0.18048	2.248e-003	
2276	6.4195e-002	0.18001	3.372e-003	
2277	6.8516e-002	0.17509	2.248e-003	
2278	6.9669e-002	0.1787	2.248e-003	
2279	6.5344e-002	0.17814	2.248e-003	
2280	6.5083e-002	0.17577	5.7165e-003	
2281	7.0363e-002	0.17733	5.1899e-003	
2282	6.2039e-002	0.17767	4.5029e-003	
2283	5.825e-002	0.18115	1.6895e-003	
2284	5.8895e-002	0.17815	6.8804e-003	
2285	5.6801e-002	0.17887	5.6511e-003	
2286	6.0987e-002	0.18042	2.8135e-003	
2287	5.72e-002	0.18044	3.1855e-003	
2288	5.7208e-002	0.17799	1.6895e-003	
2289	6.2136e-002	0.17855	1.6895e-003	
2290	5.8831e-002	0.17807	3.9444e-003	
2291	5.4599e-002	0.18246	0.	
2292	5.6096e-002	0.18148	1.4959e-003	
2293	5.6104e-002	0.17903	0.	
2294	5.1396e-002	0.18208	1.3023e-003	
2295	5.3549e-002	0.18175	1.4959e-003	
2296	5.2473e-002	0.18192	1.3991e-003	
2297	4.99e-002	0.18062	0.	
2298	5.3557e-002	0.1793	0.	
2299	5.0475e-002	0.18118	3.0387e-003	
2300	5.1817e-002	0.18128	2.7015e-003	
2301	4.9244e-002	0.17998	1.3023e-003	
2302	5.0913e-002	0.17937	3.4294e-003	
2303	3.1613e-002	0.16261	0.	
2304	3.4835e-002	0.16586	5.763e-003	
2305	3.914e-002	0.17008	0.	
2306	4.0713e-002	0.15762	0.	
2307	4.426e-002	0.16406	0.	
2308	3.7335e-002	0.16831	2.9366e-003	
2309	4.0111e-002	0.16575	4.4012e-003	
2310	3.5993e-002	0.15942	4.77e-003	
2311	1.8723e-002	0.14961	0.	
2312	1.5501e-002	0.14636	4.7931e-003	
2313	1.5338e-002	0.14157	0.	
2314	2.3192e-002	0.14472	0.	
2315	2.5168e-002	0.15611	0.	
2316	3.1613e-002	0.16261	5.763e-003	
2317	3.7491e-002	0.15437	0.	
2318	2.9637e-002	0.15122	0.	
2319	2.6556e-002	0.15751	6.6608e-003	
2320	3.277e-002	0.15617	4.77e-003	
2321	1.8723e-002	0.14961	4.7931e-003	
2322	2.6415e-002	0.14797	0.	
2323	2.3334e-002	0.15426	6.6608e-003	
2324	1.5501e-002	0.14636	3.476e-002	
2325	1.6279e-002	0.14714	3.7851e-002	
2326	1.5462e-002	0.14521	3.8973e-002	
2327	1.9121e-002	0.14561	3.8444e-002	
2328	1.8726e-002	0.14484	3.6622e-002	
2329	1.5501e-002	0.14636	1.4379e-002	
2330	1.5338e-002	0.14157	4.7931e-003	
2331	2.3192e-002	0.14472	4.7931e-003	
2332	1.531e-002	0.14073	1.0643e-002	
2333	2.0111e-002	0.15101	1.1454e-002	
2334	2.143e-002	0.14415	1.2842e-002	
2335	1.5501e-002	0.14636	2.5174e-002	
2336	1.531e-002	0.14073	1.5437e-002	
2337	1.5296e-002	0.14034	2.0974e-002	
2338	1.8785e-002	0.14967	2.1624e-002	
2339	2.0111e-002	0.15101	1.6247e-002	
2340	2.143e-002	0.14415	1.7635e-002	
2341	1.9887e-002	0.14705	2.5151e-002	
2342	1.9744e-002	0.14179	2.5191e-002	
2343	1.6279e-002	0.14714	3.4266e-002	
2344	1.6933e-002	0.1478	3.3845e-002	
2345	1.8021e-002	0.1489	3.3083e-002	
2346	1.5459e-002	0.14514	3.5422e-002	
2347	1.5462e-002	0.14521	3.5389e-002	
2348	1.5361e-002	0.14224	3.5687e-002	
2349	1.5267e-002	0.13948	3.2754e-002	
2350	1.5296e-002	0.14034	2.6976e-002	
2351	1.8785e-002	0.14967	2.7626e-002	
2352	1.8884e-002	0.14977	3.0451e-002	
2353	1.8726e-002	0.14484	3.3037e-002	
2354	1.9887e-002	0.14705	3.1153e-002	
2355	1.9744e-002	0.14179	3.1193e-002	
2356	1.7711e-002	0.14859	3.6936e-002	
2357	1.9899e-002	0.1464	3.7951e-002	
2358	1.9504e-002	0.14562	3.6128e-002	
2359	1.9453e-002	0.15034	3.5753e-002	
2360	2.048e-002	0.1497	3.6075e-002	
2361	2.0553e-002	0.14706	3.7529e-002	
2362	2.0158e-002	0.14628	3.5707e-002	
2363	2.1319e-002	0.1485	3.3822e-002	
2364	2.107e-002	0.15198	3.458e-002	
2365	2.1568e-002	0.1508	3.5314e-002	
2366	2.1403e-002	0.15231	3.2359e-002	
2367	2.2406e-002	0.1496	3.3061e-002	
2368	2.2619e-002	0.15354	3.3401e-002	
2369	2.4135e-002	0.15223	3.4136e-002	
2370	2.2098e-002	0.15134	3.4902e-002	
2371	2.1933e-002	0.15285	3.1948e-002	
2372	2.2936e-002	0.15013	3.2649e-002	
2373	2.4776e-002	0.15571	3.1755e-002	
2374	2.5154e-002	0.15326	3.3369e-002	
2375	2.4965e-002	0.15448	3.2562e-002	
2376	2.2952e-002	0.15387	3.118e-002	
2377	2.6457e-002	0.15741	3.0465e-002	
2378	2.7546e-002	0.15626	3.1142e-002	
2379	2.6104e-002	0.15563	3.1684e-002	
2380	2.6515e-002	0.15747	2.8306e-002	
2381	2.4091e-002	0.15502	3.0303e-002	
2382	2.7029e-002	0.15565	3.0156e-002	
2383	2.7484e-002	0.15845	2.9659e-002	
2384	2.8088e-002	0.1568	3.0729e-002	
2385	2.7057e-002	0.15801	2.7893e-002	
2386	2.7571e-002	0.1562	2.9743e-002	
2387	2.8437e-002	0.15941	2.8873e-002	
2388	3.0302e-002	0.15837	2.9404e-002	
2389	2.8574e-002	0.15729	3.0337e-002	
2390	2.7543e-002	0.1585	2.7501e-002	
2391	2.8057e-002	0.15669	2.9351e-002	
2392	2.9621e-002	0.1586	2.7896e-002	
2393	3.0075e-002	0.16	2.8256e-002	
2394	3.0769e-002	0.15884	2.9009e-002	
2395	2.9421e-002	0.1604	2.8026e-002	
2396	2.801e-002	0.15898	2.7107e-002	
2397	3.0088e-002	0.15908	2.7501e-002	
2398	3.1216e-002	0.16221	2.6452e-002	
2399	3.1109e-002	0.16104	2.7351e-002	
2400	3.0455e-002	0.16144	2.7121e-002	
2401	3.2062e-002	0.16179	2.6665e-002	
2402	2.9044e-002	0.16002	2.6202e-002	
2403	3.0967e-002	0.16196	2.3858e-002	
2404	3.2421e-002	0.16112	2.5397e-002	
2405	3.1122e-002	0.16012	2.6597e-002	
2406	3.1704e-002	0.1627	2.6015e-002	
2407	3.2306e-002	0.16203	2.6449e-002	
2408	3.1211e-002	0.16221	2.3641e-002	
2409	3.2664e-002	0.16136	2.5181e-002	
2410	3.2693e-002	0.1637	2.507e-002	
2411	3.3199e-002	0.16317	2.5463e-002	
2412	3.2551e-002	0.16228	2.6228e-002	
2413	3.1456e-002	0.16245	2.3421e-002	
2414	3.2909e-002	0.16161	2.496e-002	
2415	3.4136e-002	0.16516	2.3699e-002	
2416	3.3943e-002	0.16392	2.4738e-002	
2417	3.22e-002	0.1632	2.2696e-002	
2418	3.3653e-002	0.16236	2.4236e-002	
2419	3.5068e-002	0.16399	2.2683e-002	
2420	3.5148e-002	0.16357	2.3951e-002	
2421	3.557e-002	0.16658	2.2311e-002	
2422	3.6656e-002	0.1654	2.3276e-002	
2423	3.4642e-002	0.16463	2.4092e-002	
2424	3.4835e-002	0.16586	2.017e-002	
2425	3.2899e-002	0.16391	2.2049e-002	
2426	3.5767e-002	0.1647	2.2037e-002	
2427	3.5848e-002	0.16427	2.3304e-002	
2428	3.7039e-002	0.16802	1.4985e-002	
2429	3.8375e-002	0.16933	1.3473e-002	
2430	3.4835e-002	0.16586	1.4407e-002	
2431	2.9779e-002	0.16076	1.2424e-002	
2432	3.7335e-002	0.16831	8.6995e-003	
2433	4.0111e-002	0.16575	1.0164e-002	
2434	3.5993e-002	0.15942	1.0533e-002	
2435	3.7716e-002	0.16439	1.3639e-002	
2436	3.8555e-002	0.16675	1.3308e-002	
2437	3.5107e-002	0.16093	1.4373e-002	
2438	3.8788e-002	0.16795	1.1793e-002	
2439	0.11767	0.17158	0.	
2440	0.12026	0.16955	5.5338e-003	
2441	0.12382	0.16666	0.	
2442	0.11682	0.16783	0.	
2443	0.11767	0.17158	5.5338e-003	
2444	0.11423	0.16986	0.	
2445	0.11318	0.17138	3.242e-003	
2446	0.11441	0.17415	1.2883e-002	
2447	0.11646	0.17253	1.0148e-002	
2448	0.10861	0.1758	1.2291e-002	
2449	0.10705	0.17654	9.2551e-003	
2450	0.11062	0.16929	1.0496e-002	
2451	0.11007	0.17431	6.8299e-003	
2452	0.11197	0.17234	7.856e-003	
2453	0.1182	0.17116	1.9337e-002	
2454	0.1182	0.17116	1.3803e-002	
2455	0.11035	0.17444	1.5946e-002	
2456	0.1147	0.17216	1.8979e-002	
2457	0.11773	0.16781	1.9669e-002	
2458	0.11236	0.16793	1.4151e-002	
2459	0.12026	0.16955	1.6601e-002	
2460	0.122	0.16814	2.4118e-002	
2461	0.12111	0.16827	2.4811e-002	
2462	0.11676	0.17055	2.1778e-002	
2463	0.11894	0.16941	2.3295e-002	
2464	0.12608	0.16483	1.9155e-002	
2465	0.11979	0.16619	2.2467e-002	
2466	0.12382	0.16666	5.5338e-003	
2467	0.11682	0.16783	5.5338e-003	
2468	0.12608	0.16483	1.3622e-002	
2469	0.11979	0.16619	1.6933e-002	
2470	0.11442	0.16631	1.1416e-002	
2471	0.12007	0.16358	1.0042e-002	
2472	0.11577	0.16935	8.7759e-003	
2473	0.13809	0.15512	0.	
2474	0.14166	0.15224	5.1244e-003	
2475	0.14488	0.14837	0.	
2476	0.13844	0.14593	0.	
2477	0.13096	0.16089	0.	
2478	0.13809	0.15512	5.1244e-003	
2479	0.12688	0.15135	0.	
2480	0.13488	0.14881	0.	
2481	0.13322	0.15907	8.0878e-003	
2482	0.13151	0.15213	6.5891e-003	
2483	0.12721	0.15781	4.5084e-003	
2484	0.12331	0.15424	0.	
2485	0.11886	0.15966	0.	
2486	0.12038	0.16494	0.	
2487	0.12965	0.16195	8.0878e-003	
2488	0.12364	0.16069	4.5084e-003	
2489	0.12286	0.16686	2.6794e-002	
2490	0.12564	0.16519	2.7029e-002	
2491	0.12404	0.16597	2.7251e-002	
2492	0.12783	0.16342	2.1138e-002	
2493	0.12153	0.16478	2.445e-002	
2494	0.12427	0.16396	2.6393e-002	
2495	0.13175	0.16025	3.0003e-002	
2496	0.13137	0.16022	3.048e-002	
2497	0.13019	0.16111	3.0023e-002	
2498	0.13039	0.16135	2.935e-002	
2499	0.1321	0.15997	2.7719e-002	
2500	0.13095	0.15966	2.9907e-002	
2501	0.13179	0.15989	3.0669e-002	
2502	0.13297	0.15926	3.0214e-002	
2503	0.13261	0.15892	3.1137e-002	
2504	0.13251	0.15964	2.7907e-002	
2505	0.13136	0.15932	3.0096e-002	
2506	0.14015	0.15346	3.0557e-002	
2507	0.14015	0.15346	2.5433e-002	
2508	0.13833	0.15337	3.263e-002	
2509	0.13703	0.15598	3.0324e-002	
2510	0.13668	0.15532	3.1694e-002	
2511	0.13575	0.15702	2.7996e-002	
2512	0.13755	0.15278	2.9904e-002	
2513	0.14166	0.15224	2.5622e-002	
2514	0.14371	0.14978	3.0715e-002	
2515	0.13983	0.15216	3.2819e-002	
2516	0.142	0.14843	3.3795e-002	
2517	0.13905	0.15157	3.0093e-002	
2518	0.14166	0.15224	1.5373e-002	
2519	0.14488	0.14837	5.1244e-003	
2520	0.13844	0.14593	5.1244e-003	
2521	0.14656	0.14635	1.4054e-002	
2522	0.13678	0.15618	1.3212e-002	
2523	0.14309	0.14413	9.8977e-003	
2524	0.13507	0.14925	1.1714e-002	
2525	0.14371	0.14978	2.559e-002	
2526	0.14656	0.14635	1.9178e-002	
2527	0.13678	0.15618	1.8337e-002	
2528	0.13725	0.1558	2.3061e-002	
2529	0.1415	0.14752	2.5184e-002	
2530	0.14309	0.14413	1.5022e-002	
2531	0.13507	0.14925	1.6838e-002	
2532	0.13564	0.15157	2.2975e-002	
2533	0.13905	0.15157	2.4969e-002	
2534	0.13716	0.14293	2.2927e-002	
2535	1.4363e-002	0.11287	0.	
2536	1.42e-002	0.10809	5.0331e-003	
2537	1.4808e-002	0.10244	0.	
2538	2.3059e-002	0.1129	0.	
2539	2.0362e-002	0.10333	0.	
2540	2.0759e-002	0.11008	7.3141e-003	
2541	1.5013e-002	0.13201	0.	
2542	2.3029e-002	0.13994	0.	
2543	2.2836e-002	0.13397	0.	
2544	1.5147e-002	0.13595	5.8504e-003	
2545	2.1268e-002	0.13937	8.0491e-003	
2546	1.9768e-002	0.13182	4.7689e-003	
2547	1.4688e-002	0.12244	0.	
2548	2.3385e-002	0.12247	0.	
2549	2.2673e-002	0.12918	0.	
2550	1.4762e-002	0.12461	6.5892e-003	
2551	1.4984e-002	0.13116	5.8504e-003	
2552	1.9605e-002	0.12704	4.7689e-003	
2553	1.4363e-002	0.11287	5.0331e-003	
2554	2.3222e-002	0.11769	0.	
2555	1.4599e-002	0.11982	6.5892e-003	
2556	2.0922e-002	0.11487	7.3141e-003	
2557	1.9442e-002	0.12225	4.7689e-003	
2558	1.4251e-002	0.10959	5.0095e-002	
2559	1.4486e-002	0.10544	5.0508e-002	
2560	1.535e-002	0.1073	5.0384e-002	
2561	1.42e-002	0.10809	4.7815e-002	
2562	1.6145e-002	0.10925	5.0035e-002	
2563	1.5848e-002	0.10682	4.891e-002	
2564	1.42e-002	0.10809	1.5099e-002	
2565	1.4808e-002	0.10244	5.0331e-003	
2566	2.0362e-002	0.10333	5.0331e-003	
2567	1.4436e-002	0.11504	1.1622e-002	
2568	1.5076e-002	9.996e-002	1.2689e-002	
2569	2.0759e-002	0.11008	1.2347e-002	
2570	1.42e-002	0.10809	2.5166e-002	
2571	1.4436e-002	0.11504	1.6655e-002	
2572	1.4433e-002	0.11495	2.3311e-002	
2573	1.5343e-002	9.7478e-002	2.5379e-002	
2574	1.5076e-002	9.996e-002	1.7722e-002	
2575	2.0759e-002	0.11008	1.738e-002	
2576	1.9501e-002	0.11265	2.5577e-002	
2577	2.0121e-002	0.10601	2.4097e-002	
2578	1.42e-002	0.10809	3.5232e-002	
2579	1.445e-002	0.11544	3.3289e-002	
2580	1.4338e-002	0.11215	3.6587e-002	
2581	1.4433e-002	0.11495	2.8344e-002	
2582	1.4718e-002	0.10328	3.6262e-002	
2583	1.5343e-002	9.7478e-002	3.0412e-002	
2584	1.9501e-002	0.11265	3.0611e-002	
2585	1.7042e-002	0.10695	3.325e-002	
2586	2.0121e-002	0.10601	2.913e-002	
2587	1.42e-002	0.10809	4.2782e-002	
2588	1.4338e-002	0.11215	4.1621e-002	
2589	1.4718e-002	0.10328	4.1295e-002	
2590	1.5848e-002	0.10682	4.3877e-002	
2591	1.8042e-002	0.10948	4.2002e-002	
2592	1.5866e-002	0.1101	4.3559e-002	
2593	1.7042e-002	0.10695	3.8283e-002	
2594	1.4363e-002	0.11287	4.9583e-002	
2595	1.6991e-002	0.11269	4.945e-002	
2596	1.4251e-002	0.10959	4.7579e-002	
2597	1.5927e-002	0.11328	4.9426e-002	
2598	1.6196e-002	0.11075	4.9799e-002	
2599	1.5917e-002	0.1116	4.8356e-002	
2600	1.4455e-002	0.11559	4.9137e-002	
2601	1.4924e-002	0.11564	4.9125e-002	
2602	1.4312e-002	0.11137	4.7303e-002	
2603	1.5988e-002	0.11506	4.9149e-002	
2604	1.445e-002	0.11544	4.6142e-002	
2605	1.5606e-002	0.11586	4.791e-002	
2606	1.5977e-002	0.11338	4.808e-002	
