Node	X Location (m)	Y Location (m)	Z Location (m)	
11688	0.12445	6.2684e-002	5.1755e-002	
11689	0.12089	6.4066e-002	5.2679e-002	
11690	0.11805	6.3846e-002	5.0009e-002	
11691	0.13659	8.3702e-002	5.0302e-002	
11692	0.12811	8.2244e-002	5.3315e-002	
11693	0.1329	7.2976e-002	4.9245e-002	
11694	0.13815	7.9393e-002	4.933e-002	
11695	0.1263	7.7982e-002	5.4128e-002	
11696	0.13077	8.0101e-002	4.7583e-002	
11697	0.13174	8.4272e-002	5.3271e-002	
11698	0.13846	9.719e-002	4.9485e-002	
11699	0.14246	9.2017e-002	4.8773e-002	
11700	0.1442	9.912e-002	4.7277e-002	
11701	0.14727	9.3111e-002	4.4511e-002	
11702	0.14039	9.5549e-002	4.3747e-002	
11703	0.14666	9.7084e-002	4.4781e-002	
11704	0.12826	0.1013	1.55e-002	
11705	0.14053	9.9281e-002	1.5929e-002	
11706	0.12407	0.10714	2.2987e-002	
11707	0.14017	0.10795	2.4701e-002	
11708	0.14565	0.11257	2.1743e-002	
11709	0.13406	0.12168	2.1568e-002	
11710	0.12565	0.11694	1.5337e-002	
11711	0.14212	0.11692	1.6855e-002	
11712	0.14243	0.10237	2.2435e-002	
11713	0.13932	0.1154	2.4692e-002	
11714	0.13122	0.11009	2.74e-002	
11715	0.15159	0.10392	3.8415e-002	
11716	0.15192	0.1088	3.7331e-002	
11717	0.14939	0.11281	3.7554e-002	
11718	0.14589	0.10539	4.2639e-002	
11719	0.14436	0.10996	4.1601e-002	
11720	0.14647	0.10726	3.5333e-002	
11721	0.14836	0.10336	4.0143e-002	
11722	2.948e-002	0.10406	4.9755e-002	
11723	3.3107e-002	0.1057	5.1831e-002	
11724	3.3378e-002	0.10295	5.2263e-002	
11725	3.034e-002	0.10266	4.9814e-002	
11726	3.1842e-002	0.10461	4.8021e-002	
11727	3.249e-002	0.10233	5.0137e-002	
11728	3.0651e-002	0.10543	5.0531e-002	
11729	4.4876e-002	9.2054e-002	2.1259e-002	
11730	3.4293e-002	9.088e-002	2.4903e-002	
11731	3.0584e-002	9.8045e-002	2.2537e-002	
11732	3.7363e-002	8.3929e-002	2.1726e-002	
11733	9.5817e-002	8.6687e-002	1.9477e-002	
11734	9.3617e-002	9.2224e-002	2.1931e-002	
11735	9.6326e-002	9.2862e-002	2.4158e-002	
11736	9.4251e-002	8.7704e-002	2.3622e-002	
11737	9.54e-002	9.138e-002	1.8799e-002	
11738	9.3866e-002	8.9801e-002	2.1685e-002	
11739	9.5987e-002	8.7955e-002	2.5711e-002	
11740	9.8367e-002	8.9955e-002	2.8912e-002	
11741	0.12233	8.2629e-002	1.7347e-002	
11742	0.12823	6.9575e-002	3.4295e-002	
11743	0.1346	8.0608e-002	1.7776e-002	
11744	0.13427	7.0269e-002	2.6682e-002	
11745	0.1261	7.67e-002	3.2633e-002	
11746	0.12731	6.2412e-002	2.6791e-002	
11747	0.1124	6.8938e-002	1.7308e-002	
11748	0.12021	6.0324e-002	2.1054e-002	
11749	0.12082	8.1784e-002	2.832e-002	
11750	0.13334	9.0852e-002	1.3648e-002	
11751	0.11688	9.871e-002	2.0707e-002	
11752	0.11956	9.2028e-002	2.4192e-002	
11753	9.4175e-002	8.4412e-002	1.9512e-002	
11754	9.1146e-002	8.3941e-002	1.9194e-002	
11755	9.5324e-002	8.8089e-002	1.4688e-002	
11756	9.561e-002	7.9071e-002	1.9557e-002	
11757	9.3791e-002	8.651e-002	1.7575e-002	
11758	9.5912e-002	8.4664e-002	2.1601e-002	
11759	9.8476e-002	7.4443e-002	1.4253e-002	
11760	0.13194	0.12972	4.3829e-002	
11761	0.12622	0.12806	5.0855e-002	
11762	0.12475	0.13658	4.8876e-002	
11763	0.12846	0.13654	4.3668e-002	
11764	0.12217	0.1261	4.5404e-002	
11765	0.12157	0.13154	5.1432e-002	
11766	0.12966	0.13274	3.5818e-002	
11767	0.12022	0.13657	4.5377e-002	
11768	0.12269	0.13622	3.8708e-002	
11769	9.0961e-002	0.14007	1.3255e-002	
11770	9.7392e-002	0.14803	1.2286e-002	
11771	9.9086e-002	0.12615	1.767e-002	
11772	0.10053	0.14433	2.0669e-002	
11773	0.10799	0.13006	1.3204e-002	
11774	9.1482e-002	0.1332	2.2637e-002	
11775	0.10943	0.13829	2.2326e-002	
11776	9.3628e-002	0.1298	1.1917e-002	
11777	0.10465	0.14181	1.2069e-002	
11778	0.13375	0.1344	4.1216e-002	
11779	0.13894	0.11957	4.2768e-002	
11780	0.14186	0.13005	3.6283e-002	
11781	0.12745	0.12396	4.2952e-002	
11782	0.13494	0.1306	3.3366e-002	
11783	0.13864	0.13298	3.9228e-002	
11784	0.14101	0.12539	4.16e-002	
11785	0.14297	0.12732	3.887e-002	
11786	0.1402	0.12433	3.649e-002	
11787	0.1321	0.11902	3.9199e-002	
11788	0.12416	0.11882	5.7186e-002	
11789	0.12173	0.12229	4.9978e-002	
11790	0.12114	0.12774	5.6007e-002	
11791	2.7522e-002	9.8386e-002	4.3863e-002	
11792	2.6175e-002	9.3414e-002	4.0537e-002	
11793	3.0081e-002	0.10242	4.2331e-002	
11794	2.671e-002	0.10173	4.1492e-002	
11795	3.0444e-002	9.5899e-002	4.1456e-002	
11796	3.0076e-002	9.8905e-002	4.2871e-002	
11797	2.7943e-002	0.10541	4.0113e-002	
11798	3.5012e-002	0.10319	4.031e-002	
11799	2.393e-002	0.10267	3.7919e-002	
11800	3.173e-002	0.1078	3.6989e-002	
11801	3.0718e-002	9.4564e-002	3.6165e-002	
11802	2.7009e-002	0.10173	3.3799e-002	
11803	3.2333e-002	0.10839	5.0773e-002	
11804	2.8114e-002	0.10913	4.8326e-002	
11805	3.1069e-002	0.10731	4.6963e-002	
11806	3.1834e-002	0.11053	4.7867e-002	
11807	3.106e-002	0.10945	5.0577e-002	
11808	3.0435e-002	0.11148	4.981e-002	
11809	2.9242e-002	0.11057	4.8889e-002	
11810	2.9877e-002	0.10813	4.9473e-002	
11811	2.9222e-002	0.11026	4.6782e-002	
11812	2.5212e-002	0.10561	4.7715e-002	
11813	2.6872e-002	0.10659	4.8223e-002	
11814	2.8323e-002	0.10282	4.8653e-002	
11815	2.9826e-002	0.10477	4.686e-002	
11816	2.6455e-002	0.10408	4.6021e-002	
11817	2.8635e-002	0.10559	4.937e-002	
11818	3.4988e-002	0.10474	5.3178e-002	
11819	3.771e-002	0.10493	5.5199e-002	
11820	3.3453e-002	0.10641	4.8936e-002	
11821	3.41e-002	0.10412	5.1052e-002	
11822	3.4218e-002	0.10963	4.984e-002	
11823	3.6132e-002	0.10957	5.305e-002	
11824	3.83e-002	0.10439	5.1198e-002	
11825	3.3444e-002	0.10854	5.255e-002	
11826	3.2261e-002	0.10723	5.1446e-002	
11827	3.1371e-002	9.5377e-002	5.0144e-002	
11828	3.4459e-002	9.6321e-002	5.1886e-002	
11829	3.3135e-002	9.4768e-002	5.0843e-002	
11830	3.312e-002	9.8638e-002	5.0148e-002	
11831	3.5151e-002	9.5151e-002	4.9859e-002	
11832	3.2467e-002	9.7407e-002	4.8572e-002	
11833	3.1477e-002	9.7798e-002	5.0625e-002	
11834	3.571e-002	9.9055e-002	5.3222e-002	
11835	3.7981e-002	0.10218	5.5631e-002	
11836	3.4371e-002	0.10137	5.1483e-002	
11837	3.8571e-002	0.10164	5.163e-002	
11838	0.15544	0.10435	3.6703e-002	
11839	0.15717	0.10156	3.3354e-002	
11840	0.15249	9.4939e-002	3.9245e-002	
11841	0.15765	9.9821e-002	3.7287e-002	
11842	0.14999	0.10282	3.4705e-002	
11843	0.15226	9.7236e-002	3.2438e-002	
11844	0.15188	9.8912e-002	3.9515e-002	
11845	0.15324	0.11324	3.5842e-002	
11846	0.15751	0.10644	3.2269e-002	
11847	0.15799	0.1047	3.6203e-002	
11848	0.15033	0.1077	3.3621e-002	
11849	0.15581	0.11232	3.0662e-002	
11850	0.15727	0.11269	3.3299e-002	
11851	0.15682	0.11355	3.5189e-002	
11852	0.14568	0.1144	4.0112e-002	
11853	0.1478	0.1117	3.3844e-002	
11854	0.15328	0.11633	3.0885e-002	
11855	0.14775	0.12022	3.8944e-002	
11856	0.14971	0.12216	3.6214e-002	
11857	0.14694	0.11916	3.3834e-002	
11858	0.15474	0.1167	3.3522e-002	
11859	0.15429	0.11756	3.5412e-002	
11860	0.15305	0.11957	3.4814e-002	
11861	0.13624	9.3391e-002	4.9938e-002	
11862	0.13798	0.10049	4.8442e-002	
11863	0.12776	9.1932e-002	5.2952e-002	
11864	0.13645	0.10506	4.7405e-002	
11865	0.13417	9.6923e-002	4.4912e-002	
11866	0.13043	8.979e-002	4.722e-002	
11867	0.13139	9.3961e-002	5.2908e-002	
11868	0.12962	0.10451	4.3835e-002	
11869	0.12515	9.4874e-002	4.2907e-002	
11870	0.14181	8.3908e-002	4.8255e-002	
11871	0.14506	8.9311e-002	4.4965e-002	
11872	0.13817	9.1749e-002	4.42e-002	
11873	0.13443	8.4616e-002	4.6508e-002	
11874	0.13539	8.8787e-002	5.2196e-002	
11875	0.14171	8.676e-002	4.2576e-002	
11876	0.14492	8.6537e-002	4.7817e-002	
11877	0.14219	0.10699	4.5197e-002	
11878	0.1443	0.10429	3.8928e-002	
11879	0.13991	9.8853e-002	4.2704e-002	
11880	0.14618	0.10039	4.3738e-002	
11881	0.11975	8.7674e-002	5.7714e-002	
11882	0.12148	8.1039e-002	5.6066e-002	
11883	0.12595	8.3158e-002	4.9521e-002	
11884	0.11485	8.4756e-002	5.3891e-002	
11885	0.12691	8.7329e-002	5.5209e-002	
11886	0.12067	8.8242e-002	4.5208e-002	
11887	0.11456	5.1635e-002	5.0495e-002	
11888	0.12565	5.4435e-002	4.8338e-002	
11889	0.11366	5.2079e-002	4.5457e-002	
11890	0.11786	4.9704e-002	4.8736e-002	
11891	0.12065	5.1843e-002	4.5532e-002	
11892	0.12214	5.6848e-002	5.1746e-002	
11893	0.11858	5.823e-002	5.267e-002	
11894	0.11574	5.801e-002	5.e-002	
11895	0.13274	6.0569e-002	4.6654e-002	
11896	0.13891	6.7458e-002	3.95e-002	
11897	0.13074	7.389e-002	4.5451e-002	
11898	0.13195	5.9602e-002	3.961e-002	
11899	0.1376	6.3506e-002	4.5779e-002	
11900	0.12922	6.2982e-002	5.0061e-002	
11901	0.10661	7.0199e-002	5.6978e-002	
11902	0.11621	7.3424e-002	5.5852e-002	
11903	0.12068	7.5542e-002	4.9307e-002	
11904	0.10959	7.714e-002	5.3677e-002	
11905	0.11327	7.3052e-002	5.7281e-002	
11906	0.108	7.0366e-002	5.0638e-002	
11907	0.11081	7.0763e-002	5.7572e-002	
11908	0.11561	6.6016e-002	5.4841e-002	
11909	0.11276	6.5796e-002	5.2171e-002	
11910	5.4075e-002	9.2748e-002	6.167e-002	
11911	5.2587e-002	8.6155e-002	5.8294e-002	
11912	4.4738e-002	8.766e-002	5.6692e-002	
11913	4.5791e-002	9.0784e-002	5.7903e-002	
11914	4.7031e-002	8.5696e-002	5.6429e-002	
11915	4.6785e-002	8.9599e-002	5.4166e-002	
11916	4.9212e-002	8.5886e-002	5.2983e-002	
11917	4.9431e-002	9.4194e-002	5.5563e-002	
11918	4.8455e-002	9.2439e-002	6.0167e-002	
11919	4.1058e-002	7.5468e-002	4.9835e-002	
11920	4.3542e-002	8.0377e-002	5.2741e-002	
11921	4.0665e-002	7.9417e-002	4.8486e-002	
11922	4.3078e-002	7.7026e-002	5.1454e-002	
11923	4.5723e-002	8.0567e-002	4.9295e-002	
11924	4.3645e-002	7.6048e-002	4.9487e-002	
11925	4.0393e-002	7.6346e-002	5.0565e-002	
11926	4.017e-002	7.889e-002	5.1071e-002	
11927	9.4746e-002	7.3523e-002	5.8266e-002	
11928	0.10345	7.727e-002	5.5831e-002	
11929	0.10186	7.0496e-002	5.2793e-002	
11930	0.10467	7.0893e-002	5.9726e-002	
11931	7.3994e-002	8.3784e-002	6.443e-002	
11932	7.1317e-002	7.9151e-002	6.4325e-002	
11933	7.4279e-002	8.5592e-002	6.8819e-002	
11934	7.7881e-002	8.2137e-002	6.784e-002	
11935	7.235e-002	8.3328e-002	6.8905e-002	
11936	7.4331e-002	8.3519e-002	6.9464e-002	
11937	7.5826e-002	8.3356e-002	6.9351e-002	
11938	0.10698	8.545e-002	6.3572e-002	
11939	0.11317	8.519e-002	6.1646e-002	
11940	0.10827	8.2273e-002	5.7823e-002	
11941	0.11195	7.8184e-002	6.1427e-002	
11942	0.10949	7.5896e-002	6.1718e-002	
11943	0.10835	7.8667e-002	6.3944e-002	
11944	9.9959e-002	9.3007e-002	6.6759e-002	
11945	0.10022	9.8662e-002	6.8561e-002	
11946	9.1433e-002	9.671e-002	6.9176e-002	
11947	9.6111e-002	9.949e-002	6.3262e-002	
11948	9.0812e-002	9.4592e-002	7.0966e-002	
11949	9.5381e-002	9.6885e-002	7.1593e-002	
11950	0.1041	9.6221e-002	6.5831e-002	
11951	0.11003	9.0306e-002	6.2102e-002	
11952	0.10513	8.7389e-002	5.8279e-002	
11953	9.9998e-002	9.705e-002	6.0532e-002	
11954	0.10819	9.8025e-002	6.0094e-002	
11955	8.5853e-002	9.2569e-002	6.7869e-002	
11956	8.6967e-002	8.1941e-002	6.2137e-002	
11957	7.9408e-002	8.6394e-002	6.3982e-002	
11958	8.0139e-002	9.1491e-002	6.1262e-002	
11959	8.5231e-002	9.0451e-002	6.9659e-002	
11960	8.3294e-002	8.4747e-002	6.7392e-002	
11961	8.8988e-002	9.4755e-002	3.7271e-002	
11962	9.3866e-002	9.6482e-002	3.806e-002	
11963	9.2337e-002	9.6729e-002	3.2485e-002	
11964	9.1563e-002	9.1708e-002	3.3657e-002	
11965	9.6155e-002	9.22e-002	3.4252e-002	
11966	9.6241e-002	9.6912e-002	3.2675e-002	
11967	9.1927e-002	9.1848e-002	3.7923e-002	
11968	8.9893e-002	9.3624e-002	3.4217e-002	
11969	6.2742e-002	0.16645	2.6489e-002	
11970	6.7322e-002	0.16711	2.8937e-002	
11971	6.2336e-002	0.1645	3.6506e-002	
11972	6.6826e-002	0.16624	3.408e-002	
11973	5.8171e-002	0.16289	3.3968e-002	
11974	5.9011e-002	0.16366	2.9898e-002	
11975	6.4169e-002	0.16027	2.9868e-002	
11976	4.8282e-002	0.16719	1.9117e-002	
11977	4.9164e-002	0.16457	1.9633e-002	
11978	4.9723e-002	0.16648	2.149e-002	
11979	4.6278e-002	0.16343	2.4216e-002	
11980	4.6092e-002	0.16149	2.61e-002	
11981	4.8724e-002	0.1628	2.2398e-002	
11982	5.1823e-002	0.16245	2.6666e-002	
11983	4.7055e-002	0.16223	2.7461e-002	
11984	4.9e-002	0.15989	2.6841e-002	
11985	4.9283e-002	0.16471	2.4255e-002	
11986	6.6871e-002	0.16775	2.3074e-002	
11987	7.0266e-002	0.1645	1.6591e-002	
11988	6.2758e-002	0.16517	1.4804e-002	
11989	5.856e-002	0.16431	2.4036e-002	
11990	6.3718e-002	0.16091	2.4005e-002	
11991	5.7858e-002	0.1668	1.7303e-002	
11992	8.3336e-002	9.11e-002	2.3491e-002	
11993	8.2062e-002	9.4233e-002	2.4349e-002	
11994	8.3454e-002	8.8243e-002	2.4592e-002	
11995	7.8226e-002	9.6172e-002	2.6589e-002	
11996	7.9372e-002	9.1338e-002	2.2171e-002	
11997	7.7578e-002	8.8335e-002	2.5608e-002	
11998	7.7712e-002	9.2533e-002	3.0444e-002	
11999	8.3409e-002	8.7726e-002	2.8626e-002	
12000	6.7626e-002	0.11932	7.0774e-002	
12001	5.6563e-002	0.12316	6.7876e-002	
12002	6.1943e-002	0.1171	6.9451e-002	
12003	5.8303e-002	0.11901	6.353e-002	
12004	5.9452e-002	0.1285	5.983e-002	
12005	6.6822e-002	0.11577	6.5027e-002	
12006	7.0929e-002	0.14025	6.8239e-002	
12007	6.0111e-002	0.14473	5.9467e-002	
12008	6.6512e-002	0.14871	5.9988e-002	
12009	7.201e-002	0.14078	5.9174e-002	
12010	6.1382e-002	0.13845	5.738e-002	
12011	2.3851e-002	0.13646	4.0398e-002	
12012	2.4914e-002	0.13492	3.9521e-002	
12013	2.9196e-002	0.14006	3.7955e-002	
12014	3.3503e-002	0.14123	3.8965e-002	
12015	3.141e-002	0.13615	4.0138e-002	
12016	3.1628e-002	0.13806	3.7178e-002	
12017	3.4595e-002	0.13813	3.9618e-002	
12018	4.519e-002	0.17186	1.339e-002	
12019	4.3674e-002	0.17158	1.237e-002	
12020	2.5414e-002	0.13912	3.3727e-002	
12021	2.8896e-002	0.14278	3.3169e-002	
12022	2.7751e-002	0.14308	3.578e-002	
12023	2.9272e-002	0.13901	3.5466e-002	
12024	8.7816e-002	0.13885	7.7527e-002	
12025	8.8668e-002	0.14036	7.7612e-002	
12026	8.9717e-002	0.14326	7.5304e-002	
12027	8.9525e-002	0.13974	7.5029e-002	
12028	8.6974e-002	0.1379	7.5523e-002	
12029	8.8756e-002	0.13813	7.8839e-002	
12030	8.7267e-002	0.1346	7.8962e-002	
12031	8.9613e-002	0.13751	7.6255e-002	
12032	8.7062e-002	0.13567	7.675e-002	
12033	7.7992e-002	0.13854	6.4184e-002	
12034	8.0623e-002	0.13564	6.9999e-002	
12035	7.8133e-002	0.13449	7.4726e-002	
12036	8.1565e-002	0.13637	7.3997e-002	
12037	3.289e-002	0.11993	5.1442e-002	
12038	3.3638e-002	0.11977	5.2884e-002	
12039	3.419e-002	0.12383	5.1413e-002	
12040	3.4719e-002	0.12115	5.3555e-002	
12041	3.5516e-002	0.11969	5.0763e-002	
12042	3.6073e-002	0.12285	5.2133e-002	
12043	3.3282e-002	0.12113	5.0062e-002	
12044	3.305e-002	0.12326	5.132e-002	
12045	3.3842e-002	0.12295	5.2687e-002	
12046	3.2966e-002	0.12239	5.1848e-002	
12047	3.2809e-002	0.1181	5.2178e-002	
12048	3.0667e-002	0.11698	4.8937e-002	
12049	3.4688e-002	0.11803	5.0057e-002	
12050	3.2453e-002	0.11946	4.9356e-002	
12051	3.1491e-002	0.11596	5.0778e-002	
12052	3.5938e-002	0.11755	5.4914e-002	
12053	3.7019e-002	0.11892	5.5585e-002	
12054	3.8449e-002	0.12001	5.7217e-002	
12055	4.0073e-002	0.1191	5.8518e-002	
12056	3.7817e-002	0.11747	5.2793e-002	
12057	4.0914e-002	0.11507	5.7266e-002	
12058	4.131e-002	0.11941	5.5707e-002	
12059	3.7934e-002	0.1144	5.4781e-002	
12060	3.8373e-002	0.12062	5.4163e-002	
12061	3.4638e-002	0.11933	5.4291e-002	
12062	3.5436e-002	0.11787	5.1499e-002	
12063	2.8036e-002	0.12309	4.5284e-002	
12064	2.6006e-002	0.11987	4.4772e-002	
12065	2.6634e-002	0.1248	4.4087e-002	
12066	2.3599e-002	0.11951	4.469e-002	
12067	2.8175e-002	0.12136	4.3242e-002	
12068	2.7141e-002	0.12463	4.0861e-002	
12069	2.4389e-002	0.124	4.3825e-002	
12070	2.4827e-002	0.12122	4.5237e-002	
12071	2.5138e-002	0.12103	4.1589e-002	
12072	2.7797e-002	0.11648	4.6241e-002	
12073	2.9966e-002	0.11797	4.4711e-002	
12074	3.1496e-002	0.11373	4.7035e-002	
12075	3.106e-002	0.11818	4.7556e-002	
12076	3.0097e-002	0.11468	4.8978e-002	
12077	2.8904e-002	0.11377	4.8057e-002	
12078	2.8884e-002	0.11346	4.595e-002	
12079	2.8978e-002	0.12541	4.5173e-002	
12080	3.0518e-002	0.12197	4.4327e-002	
12081	3.0935e-002	0.12593	4.4904e-002	
12082	3.3557e-002	0.12446	4.567e-002	
12083	3.1612e-002	0.12218	4.7173e-002	
12084	3.138e-002	0.12431	4.8431e-002	
12085	3.1039e-002	0.12518	4.6652e-002	
12086	0.10543	0.15001	5.8309e-002	
12087	9.7129e-002	0.15395	5.9706e-002	
12088	9.8012e-002	0.15039	6.208e-002	
12089	0.10302	0.14695	6.1879e-002	
12090	9.8147e-002	0.14994	5.3847e-002	
12091	0.10548	0.14694	5.6227e-002	
12092	6.5015e-002	0.1631	4.1975e-002	
12093	6.9505e-002	0.16483	3.9549e-002	
12094	7.3432e-002	0.16219	4.2175e-002	
12095	6.6849e-002	0.15886	3.5337e-002	
12096	6.9314e-002	0.15638	4.3789e-002	
12097	8.4005e-002	0.1553	5.8282e-002	
12098	7.9901e-002	0.15967	4.7211e-002	
12099	8.0281e-002	0.14852	5.424e-002	
12100	8.7887e-002	0.15286	5.1505e-002	
12101	7.5783e-002	0.15386	4.8825e-002	
12102	8.2852e-002	0.1578	5.7263e-002	
12103	8.8827e-002	9.2335e-002	2.0547e-002	
12104	8.7554e-002	9.5468e-002	2.1404e-002	
12105	9.4051e-002	9.5107e-002	2.2501e-002	
12106	9.1365e-002	9.6632e-002	2.1961e-002	
12107	9.3125e-002	9.3626e-002	1.7142e-002	
12108	8.9764e-002	9.8747e-002	1.8675e-002	
12109	9.1591e-002	9.2047e-002	2.0029e-002	
12110	8.9384e-002	0.15421	6.2286e-002	
12111	9.0267e-002	0.15065	6.466e-002	
12112	8.2796e-002	0.14586	5.9161e-002	
12113	9.0402e-002	0.1502	5.6426e-002	
12114	8.5367e-002	0.15514	6.2184e-002	
12115	9.1275e-002	0.13815	7.9826e-002	
12116	9.4633e-002	0.13584	7.9914e-002	
12117	9.2132e-002	0.13753	7.7243e-002	
12118	9.0465e-002	0.13902	7.6341e-002	
12119	9.3823e-002	0.13671	7.6429e-002	
12120	9.6721e-002	0.13481	7.5764e-002	
12121	9.4068e-002	0.13225	7.9083e-002	
12122	9.7396e-002	0.13645	7.951e-002	
12123	9.8662e-002	0.13434	7.7647e-002	
12124	9.4118e-002	0.1655	3.8213e-002	
12125	9.5801e-002	0.15573	4.5482e-002	
12126	9.3159e-002	0.16016	3.7561e-002	
12127	0.10759	0.13411	6.7458e-002	
12128	0.1073	0.13899	6.479e-002	
12129	0.11353	0.13371	6.0226e-002	
12130	0.10536	0.13288	6.3575e-002	
12131	0.11129	0.13961	6.1654e-002	
12132	0.10936	0.13086	6.5864e-002	
12133	0.10976	0.13898	5.9138e-002	
12134	0.11271	0.13282	6.4613e-002	
12135	0.12655	0.14127	4.6264e-002	
12136	0.11966	0.13627	5.4028e-002	
12137	0.1183	0.1413	4.7972e-002	
12138	0.11743	0.14217	5.5456e-002	
12139	0.11589	0.14153	5.294e-002	
12140	0.10645	0.14483	6.2143e-002	
12141	0.11044	0.14546	5.9007e-002	
12142	0.1089	0.14482	5.6491e-002	
12143	4.7908e-002	0.16874	1.5329e-002	
12144	4.4261e-002	0.16611	1.8709e-002	
12145	4.632e-002	0.16903	1.5989e-002	
12146	4.7748e-002	0.16485	1.8394e-002	
12147	4.6725e-002	0.16666	1.5804e-002	
12148	5.0145e-002	0.16699	1.5928e-002	
12149	3.5937e-002	0.13716	4.7172e-002	
12150	3.8202e-002	0.14048	4.8799e-002	
12151	3.5923e-002	0.13514	4.8071e-002	
12152	3.9205e-002	0.13549	4.9815e-002	
12153	4.0163e-002	0.13661	4.5978e-002	
12154	3.7022e-002	0.13524	4.5981e-002	
12155	3.6834e-002	0.13938	4.7e-002	
12156	3.5975e-002	0.13874	4.603e-002	
12157	3.8636e-002	0.13917	4.6019e-002	
12158	4.7361e-002	0.17031	1.344e-002	
12159	4.7767e-002	0.16793	1.3255e-002	
12160	5.1187e-002	0.16826	1.338e-002	
12161	4.9576e-002	0.17191	1.0622e-002	
12162	9.6261e-002	0.16921	2.0262e-002	
12163	8.3861e-002	0.16617	1.6995e-002	
12164	9.2069e-002	0.16525	1.6245e-002	
12165	9.02e-002	0.16886	2.8272e-002	
12166	9.5206e-002	0.16155	2.4628e-002	
12167	8.9241e-002	0.16353	2.762e-002	
12168	8.3622e-002	0.1714	2.1936e-002	
12169	9.3908e-002	0.16998	2.4416e-002	
12170	8.4368e-002	0.17223	1.7979e-002	
12171	7.0954e-002	0.16754	3.0666e-002	
12172	7.4845e-002	0.16516	1.9039e-002	
12173	6.8297e-002	0.16157	2.6454e-002	
12174	7.4606e-002	0.17039	2.398e-002	
12175	7.32e-002	0.13693	1.2681e-002	
12176	8.0017e-002	0.15303	1.2775e-002	
12177	8.8225e-002	0.15212	1.2025e-002	
12178	7.347e-002	0.14944	2.0189e-002	
12179	9.1362e-002	0.14842	2.0408e-002	
12180	8.2314e-002	0.13729	2.2376e-002	
12181	8.5397e-002	0.15039	2.34e-002	
12182	8.4461e-002	0.13389	1.1656e-002	
12183	4.2697e-002	0.16412	2.1042e-002	
12184	4.3552e-002	0.16154	2.443e-002	
12185	4.6184e-002	0.16286	2.0728e-002	
12186	4.2824e-002	0.1608	2.1512e-002	
12187	4.1898e-002	0.16227	2.3584e-002	
12188	4.2791e-002	0.16403	2.2759e-002	
12189	0.1488	6.8329e-002	3.7053e-002	
12190	0.14749	6.4377e-002	4.3332e-002	
12191	0.12482	0.15512	2.8888e-002	
12192	0.12412	0.15824	3.2131e-002	
12193	0.1224	0.16027	2.9505e-002	
12194	0.11604	0.15821	3.5958e-002	
12195	0.11814	0.1568	2.8165e-002	
12196	0.12408	0.15459	3.3425e-002	
12197	0.12012	0.16136	3.1194e-002	
12198	0.12312	0.16024	3.1106e-002	
12199	0.11648	0.16266	3.0639e-002	
12200	0.13147	0.13742	3.3206e-002	
12201	0.12921	0.14554	3.7791e-002	
12202	0.12202	0.14125	4.2765e-002	
12203	0.13516	0.1398	3.9068e-002	
12204	0.1245	0.14091	3.6096e-002	
12205	0.13274	0.14378	3.8056e-002	
12206	0.10288	0.13003	7.3051e-002	
12207	0.10433	0.1369	6.838e-002	
12208	0.10239	0.1308	6.7165e-002	
12209	0.10296	0.13553	7.2179e-002	
12210	9.8346e-002	0.13076	7.0919e-002	
12211	0.10087	0.13332	7.1738e-002	
12212	0.10639	0.12878	6.9454e-002	
12213	0.10135	0.12834	7.1096e-002	
12214	0.10281	0.13284	7.3621e-002	
12215	0.10107	0.12456	7.382e-002	
12216	9.7837e-002	0.12165	7.4216e-002	
12217	0.10459	0.12332	7.0224e-002	
12218	9.9551e-002	0.12288	7.1865e-002	
12219	9.886e-002	0.12353	7.5218e-002	
12220	0.10026	0.1185	6.7754e-002	
12221	9.8997e-002	0.1182	7.2598e-002	
12222	9.6602e-002	0.12876	7.2923e-002	
12223	9.9125e-002	0.13131	7.3741e-002	
12224	9.9609e-002	0.12634	7.3099e-002	
12225	9.8918e-002	0.12699	7.6452e-002	
12226	0.10107	0.13084	7.5624e-002	
12227	6.5968e-002	0.16494	3.8235e-002	
12228	5.7313e-002	0.16159	3.8123e-002	
12229	5.9333e-002	0.15814	4.2427e-002	
12230	6.3312e-002	0.15897	3.4023e-002	
12231	6.5777e-002	0.15648	4.2475e-002	
12232	5.6864e-002	0.16062	4.1679e-002	
12233	0.10352	4.9914e-002	4.9689e-002	
12234	0.10952	4.9216e-002	4.5471e-002	
12235	0.11373	4.6841e-002	4.8749e-002	
12236	0.10758	4.659e-002	4.9871e-002	
12237	0.1121	4.5819e-002	5.0407e-002	
12238	0.1116	5.5147e-002	5.0014e-002	
12239	9.1118e-002	4.7374e-002	4.8397e-002	
12240	9.6101e-002	5.4292e-002	4.0319e-002	
12241	0.10262	5.0358e-002	4.4651e-002	
12242	9.629e-002	4.5779e-002	4.6953e-002	
12243	0.10068	4.7732e-002	4.9051e-002	
12244	7.64e-002	0.11071	7.3293e-002	
12245	7.8558e-002	0.11659	7.4999e-002	
12246	6.8482e-002	0.11385	7.2096e-002	
12247	7.676e-002	0.12352	7.4812e-002	
12248	7.9133e-002	0.11813	6.964e-002	
12249	7.3361e-002	0.11252	6.7673e-002	
12250	8.6743e-002	0.11738	7.6589e-002	
12251	9.2064e-002	0.12038	7.7484e-002	
12252	8.7318e-002	0.11892	7.123e-002	
12253	9.2596e-002	0.11991	7.6223e-002	
