Node	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
6774	3.8112e-002	9.1339e-002	5.8052e-002	25.914
6775	3.6162e-002	9.19e-002	5.6321e-002	25.839
6779	3.709e-002	8.8787e-002	5.5953e-002	25.882
6780	3.5875e-002	9.0524e-002	5.537e-002	25.829
6784	4.2524e-002	7.9294e-002	5.6433e-002	26.086
6785	4.1642e-002	8.2625e-002	5.7511e-002	26.063
6786	4.3713e-002	8.1853e-002	5.8881e-002	26.142
6790	3.9738e-002	8.5947e-002	5.7351e-002	25.991
6791	3.8578e-002	8.5941e-002	5.6193e-002	25.943
6792	4.0054e-002	8.8658e-002	5.8869e-002	25.996
6793	3.8757e-002	8.9279e-002	5.786e-002	25.947
6797	6.9151e-002	7.4159e-002	6.7102e-002	26.969
6798	7.4356e-002	7.546e-002	6.8749e-002	27.1
6799	7.6575e-002	7.4984e-002	6.8689e-002	27.157
6800	7.0423e-002	7.4949e-002	6.7978e-002	26.993
6805	4.2823e-002	7.596e-002	5.4766e-002	26.064
6807	5.3077e-002	8.2321e-002	6.5583e-002	26.441
6808	4.8032e-002	8.1578e-002	6.2094e-002	26.291
6809	4.9375e-002	8.369e-002	6.4103e-002	26.32
6811	4.4325e-002	7.9948e-002	5.8335e-002	26.163
6815	0.10772	8.0815e-002	6.7501e-002	27.178
6816	0.10684	7.4988e-002	6.5796e-002	27.156
6817	0.10634	7.5535e-002	6.6283e-002	27.167
6818	0.10979	7.7387e-002	6.6031e-002	27.086
6819	0.10601	7.8455e-002	6.7413e-002	27.2
6820	0.11002	7.9495e-002	6.6528e-002	27.101
6823	0.11446	7.7481e-002	6.4356e-002	26.929
6824	0.11571	7.8398e-002	6.4397e-002	26.883
6825	0.11275	7.7893e-002	6.5214e-002	26.993
6826	0.11595	8.0506e-002	6.4894e-002	26.898
6827	0.11299	8.0001e-002	6.5711e-002	27.006
6830	9.5535e-002	7.857e-002	6.9476e-002	27.356
6831	9.587e-002	7.5651e-002	6.8346e-002	27.341
6832	8.878e-002	7.6686e-002	6.9563e-002	27.334
6833	9.0569e-002	7.8608e-002	6.9991e-002	27.354
6838	0.11865	8.873e-002	6.5516e-002	26.832
6839	0.11655	8.9583e-002	6.6753e-002	26.888
6840	0.11408	9.0063e-002	6.7953e-002	26.949
6841	0.11116	8.5537e-002	6.7678e-002	27.081
6842	0.11137	8.7692e-002	6.8272e-002	27.051
6843	0.11642	8.4722e-002	6.5888e-002	26.901
6844	0.11345	8.4217e-002	6.6705e-002	27.006
6849	0.12003	9.1736e-002	6.5476e-002	26.759
6850	0.1199	8.6875e-002	6.4611e-002	26.79
6853	0.11204	0.14048	6.8934e-002	25.614
6854	0.11182	0.13373	7.2049e-002	25.736
6855	0.11022	0.13772	7.217e-002	25.647
6861	0.11419	0.11164	7.1241e-002	26.37
6862	0.11388	0.11743	7.2122e-002	26.171
6863	0.11331	0.11297	7.1839e-002	26.329
6864	0.1126	0.11401	7.2311e-002	26.296
6867	0.11323	0.10244	7.0478e-002	26.689
6868	0.11194	0.10422	7.1369e-002	26.644
6869	0.11191	9.7033e-002	7.0273e-002	26.855
6870	0.10908	0.10318	7.2628e-002	26.689
6871	0.1081	9.8147e-002	7.1753e-002	26.881
6872	0.10723	9.9479e-002	7.235e-002	26.842
6876	0.11435	0.10615	7.0414e-002	26.559
6879	7.6534e-002	0.16618	5.2267e-002	25.172
6880	8.067e-002	0.16395	5.6603e-002	25.232
6881	7.913e-002	0.16328	5.8009e-002	25.241
6882	7.2986e-002	0.16364	5.5994e-002	25.209
6883	7.7117e-002	0.1618	6.0265e-002	25.26
6884	7.372e-002	0.16079	6.0636e-002	25.264
6885	7.3856e-002	0.16317	5.7161e-002	25.223
6895	8.5842e-002	0.16212	5.975e-002	25.278
6896	8.3256e-002	0.16304	5.8176e-002	25.257
6897	8.6744e-002	0.16465	5.516e-002	25.228
6901	0.10214	0.15462	6.5257e-002	25.39
6902	0.10584	0.15195	6.5608e-002	25.426
6904	0.11024	0.1474	6.5715e-002	25.5
6905	0.10877	0.14722	6.7502e-002	25.497
6906	0.10895	0.14206	7.0908e-002	25.574
6907	0.10805	0.14526	6.97e-002	25.523
6912	0.10825	0.1498	6.5546e-002	25.459
6914	6.2889e-002	0.1636	5.2225e-002	25.147
6918	4.1423e-002	0.15534	4.0316e-002	25.026
6919	4.0668e-002	0.15507	3.9014e-002	25.01
6924	4.1573e-002	0.15314	4.4614e-002	25.09
6925	4.0812e-002	0.15415	4.1179e-002	25.043
6926	4.085e-002	0.15392	4.172e-002	25.051
6927	4.0713e-002	0.15345	4.2231e-002	25.06
6934	3.8423e-002	0.15149	4.0459e-002	25.042
6935	3.9377e-002	0.15315	3.9657e-002	25.026
6936	3.9414e-002	0.15292	4.0198e-002	25.034
6937	3.9277e-002	0.15246	4.0709e-002	25.043
6940	3.9863e-002	0.15121	4.4113e-002	25.094
6941	3.8556e-002	0.14963	4.395e-002	25.099
6942	3.7836e-002	0.14937	4.2625e-002	25.082
6943	3.9004e-002	0.15152	4.1731e-002	25.061
6947	3.6797e-002	0.14629	4.4993e-002	25.128
6948	3.6932e-002	0.14746	4.3493e-002	25.103
6949	3.6997e-002	0.14723	4.4016e-002	25.111
6951	3.8108e-002	0.14728	4.6595e-002	25.143
6952	3.6553e-002	0.14347	4.8172e-002	25.183
6953	3.8803e-002	0.14588	4.9547e-002	25.186
6954	3.7453e-002	0.14678	4.5794e-002	25.136
6960	3.1729e-002	0.13387	4.7529e-002	25.222
6961	3.3626e-002	0.13426	5.0916e-002	25.276
6962	3.2839e-002	0.13628	4.7763e-002	25.216
6963	3.3452e-002	0.13678	4.8592e-002	25.226
6964	3.2359e-002	0.13438	4.8357e-002	25.235
6965	3.3939e-002	0.13624	4.9917e-002	25.25
6966	3.2608e-002	0.13455	4.8771e-002	25.241
6967	3.2964e-002	0.13631	4.7996e-002	25.219
6971	3.0667e-002	0.13099	4.7454e-002	25.232
6972	3.1144e-002	0.13195	4.7714e-002	25.235
6973	3.1437e-002	0.13291	4.7621e-002	25.229
6977	3.3651e-002	0.13917	4.6725e-002	25.185
6978	3.3215e-002	0.13817	4.676e-002	25.191
6981	3.1059e-002	0.1289	4.9501e-002	25.285
6982	3.1003e-002	0.13054	4.8375e-002	25.255
6983	3.1014e-002	0.13023	4.8658e-002	25.262
6985	3.0406e-002	0.1253	4.9913e-002	25.316
6986	3.1001e-002	0.12747	5.0114e-002	25.305
6987	3.0787e-002	0.12628	5.026e-002	25.317
6990	3.0759e-002	0.11601	5.3218e-002	25.455
6991	3.0338e-002	0.11727	5.2339e-002	25.425
6996	3.1043e-002	0.1236	5.1809e-002	25.367
6997	3.0781e-002	0.12485	5.0832e-002	25.338
6998	3.0912e-002	0.12423	5.1321e-002	25.352
7003	3.0262e-002	0.10537	5.2441e-002	25.531
7004	3.0145e-002	0.10775	5.2493e-002	25.51
7005	3.0494e-002	0.10633	5.2861e-002	25.536
7010	3.1074e-002	0.11697	5.3587e-002	25.455
7011	3.121e-002	0.11317	5.4106e-002	25.503
7012	3.173e-002	0.1135	5.4908e-002	25.516
7013	3.2719e-002	0.11748	5.6115e-002	25.496
7014	3.2774e-002	0.115	5.636e-002	25.528
7015	3.1897e-002	0.11723	5.4851e-002	25.477
7019	3.4719e-002	9.5196e-002	5.5774e-002	25.772
7021	3.1292e-002	0.10349	5.358e-002	25.59
7022	3.2822e-002	0.10272	5.547e-002	25.656
7023	3.2113e-002	0.10398	5.4775e-002	25.62
7026	3.089e-002	0.10491	5.3246e-002	25.564
7027	3.1479e-002	0.10444	5.402e-002	25.592
7029	4.0212e-002	8.4047e-002	5.6885e-002	26.008
7030	4.3443e-002	8.328e-002	5.9413e-002	26.131
7031	4.1688e-002	8.6764e-002	5.9561e-002	26.06
7039	6.4547e-002	7.7873e-002	6.7989e-002	26.812
7040	6.4194e-002	7.4825e-002	6.6192e-002	26.82
7041	6.3789e-002	7.576e-002	6.6453e-002	26.81
7042	6.6849e-002	7.6016e-002	6.7546e-002	26.897
7045	5.9561e-002	8.2257e-002	6.8534e-002	26.626
7046	5.1902e-002	8.5363e-002	6.628e-002	26.382
7047	5.7418e-002	8.7379e-002	6.99e-002	26.498
7048	5.3345e-002	8.6081e-002	6.7304e-002	26.417
7049	5.4188e-002	8.8969e-002	6.9025e-002	26.395
7052	4.6856e-002	8.462e-002	6.2791e-002	26.239
7053	4.3759e-002	8.5991e-002	6.093e-002	26.135
7057	9.9448e-002	7.9495e-002	6.9201e-002	27.322
7058	0.10313	8.3455e-002	6.9446e-002	27.273
7059	9.4147e-002	8.2452e-002	7.0846e-002	27.342
7060	9.9533e-002	8.6725e-002	7.1521e-002	27.247
7061	9.4357e-002	8.4607e-002	7.1441e-002	27.316
7062	0.10141	8.1094e-002	6.9358e-002	27.294
7066	0.10208	7.5255e-002	6.7099e-002	27.263
7067	0.10175	7.8175e-002	6.8229e-002	27.292
7069	7.7617e-002	8.0195e-002	7.1177e-002	27.134
7070	7.9836e-002	7.972e-002	7.1117e-002	27.181
7071	8.2425e-002	8.0604e-002	7.1448e-002	27.221
7072	8.4214e-002	8.2526e-002	7.1876e-002	27.241
7073	8.018e-002	8.5629e-002	7.3437e-002	27.077
7074	7.7473e-002	8.5171e-002	7.3237e-002	27.031
7075	7.7282e-002	8.2308e-002	7.2005e-002	27.093
7076	8.1836e-002	8.3622e-002	7.2431e-002	27.171
7077	7.7544e-002	8.2731e-002	7.227e-002	27.084
7078	8.092e-002	8.4008e-002	7.276e-002	27.132
7079	7.6844e-002	8.3504e-002	7.2569e-002	27.052
7084	7.8205e-002	7.7352e-002	6.9903e-002	27.182
7085	7.3685e-002	7.9685e-002	7.0406e-002	27.06
7086	7.2054e-002	7.7317e-002	6.9192e-002	27.037
7087	7.5651e-002	7.994e-002	7.0792e-002	27.102
7091	8.3013e-002	7.7761e-002	7.0175e-002	27.267
7094	8.7392e-002	8.0567e-002	7.0933e-002	27.317
7099	0.11546	9.3068e-002	6.7913e-002	26.874
7103	0.10873	0.13532	7.4023e-002	25.684
7104	0.10821	0.12956	7.533e-002	25.809
7105	0.11085	0.12838	7.3693e-002	25.854
7106	0.10739	0.13295	7.5226e-002	25.73
7107	0.10818	0.13096	7.5165e-002	25.778
7108	0.10991	0.12899	7.4241e-002	25.834
7111	0.1102	0.10689	7.2564e-002	26.564
7112	0.11219	0.10926	7.1903e-002	26.47
7114	0.11028	9.1177e-002	6.9432e-002	27.029
7115	0.10919	9.4662e-002	7.0593e-002	26.972
7120	8.4302e-002	0.16146	6.1156e-002	25.285
7121	8.9688e-002	0.1592	6.4088e-002	25.325
7122	8.2289e-002	0.15998	6.3411e-002	25.303
7123	8.4638e-002	0.15796	6.6063e-002	25.336
7124	8.7163e-002	0.15858	6.5075e-002	25.332
7128	7.9703e-002	0.16089	6.1838e-002	25.283
7132	9.5927e-002	0.1564	6.6039e-002	25.367
7133	9.1785e-002	0.15662	6.7115e-002	25.362
7134	8.9963e-002	0.15724	6.6434e-002	25.354
7136	0.10307	0.15228	6.6982e-002	25.424
7137	9.5224e-002	0.15517	6.7708e-002	25.384
7138	0.10018	0.15196	6.938e-002	25.424
7139	9.7014e-002	0.15335	6.935e-002	25.405
7143	0.10606	0.14766	6.953e-002	25.484
7144	0.10388	0.1493	6.973e-002	25.46
7149	6.5872e-002	0.16252	5.5109e-002	25.19
7150	6.4054e-002	0.16103	5.7002e-002	25.206
7151	6.238e-002	0.1592	5.8357e-002	25.227
7152	6.0398e-002	0.16089	5.4415e-002	25.181
7153	6.0673e-002	0.16085	5.505e-002	25.185
7158	6.7611e-002	0.16158	5.7444e-002	25.22
7159	7.0299e-002	0.16261	5.6719e-002	25.216
7163	4.0271e-002	0.15029	4.6582e-002	25.128
7164	4.0965e-002	0.14889	4.9534e-002	25.17
7165	4.0718e-002	0.15217	4.4363e-002	25.092
7166	4.2857e-002	0.15287	4.7056e-002	25.123
7167	4.2928e-002	0.15225	4.8224e-002	25.138
7168	4.2622e-002	0.15077	4.9618e-002	25.163
7173	4.9699e-002	0.1561	5.1371e-002	25.163
7174	5.0814e-002	0.15556	5.3159e-002	25.188
7175	4.8639e-002	0.15322	5.4685e-002	25.203
7176	4.6153e-002	0.15145	5.3587e-002	25.203
7177	4.6909e-002	0.15404	5.1489e-002	25.167
7178	4.563e-002	0.15304	5.1179e-002	25.168
7179	4.9173e-002	0.15445	5.3543e-002	25.189
7180	4.5324e-002	0.15155	5.2573e-002	25.19
7181	4.7039e-002	0.15416	5.1582e-002	25.166
7185	5.3532e-002	0.15823	5.1874e-002	25.166
7186	4.9816e-002	0.15757	4.9223e-002	25.133
7187	5.5449e-002	0.1593	5.2125e-002	25.165
7188	4.9758e-002	0.15684	5.0297e-002	25.148
7189	4.9878e-002	0.15834	4.81e-002	25.116
7195	3.9658e-002	0.14732	4.9371e-002	25.176
7196	3.8243e-002	0.14845	4.5095e-002	25.119
7197	3.8308e-002	0.14822	4.5618e-002	25.126
7201	3.8102e-002	0.14351	5.0948e-002	25.217
7202	3.7478e-002	0.14056	5.2745e-002	25.256
7203	3.4876e-002	0.14016	4.8382e-002	25.204
7204	3.5052e-002	0.13966	4.9245e-002	25.218
7205	3.5539e-002	0.13912	5.0571e-002	25.239
7209	3.2035e-002	0.1302	5.0588e-002	25.297
7210	3.1377e-002	0.12702	5.1033e-002	25.326
7211	3.3096e-002	0.1307	5.2227e-002	25.319
7212	3.1611e-002	0.12718	5.1363e-002	25.331
7213	3.1547e-002	0.12955	5.0044e-002	25.292
7214	3.2674e-002	0.12749	5.2934e-002	25.356
7220	3.0972e-002	0.11919	5.3064e-002	25.423
7221	3.1475e-002	0.11848	5.3972e-002	25.448
7224	3.1488e-002	0.12173	5.3276e-002	25.407
7225	3.2168e-002	0.12143	5.4541e-002	25.43
7226	3.1794e-002	0.11944	5.4328e-002	25.445
7227	3.1953e-002	0.11992	5.4506e-002	25.444
7231	3.2365e-002	0.12302	5.4397e-002	25.414
7232	3.2411e-002	0.12366	5.4151e-002	25.407
7233	3.1554e-002	0.12394	5.2645e-002	25.378
7234	3.1672e-002	0.12402	5.281e-002	25.38
7238	3.0673e-002	0.10967	5.3339e-002	25.518
7239	3.0772e-002	0.10729	5.3299e-002	25.542
7240	3.1908e-002	0.10826	5.5026e-002	25.576
7242	3.1444e-002	0.11095	5.4548e-002	25.534
7243	3.2159e-002	0.10922	5.5434e-002	25.575
7246	3.5957e-002	9.717e-002	5.7864e-002	25.805
7247	3.8666e-002	9.5827e-002	6.0215e-002	25.901
7248	3.5448e-002	9.3852e-002	5.6169e-002	25.805
7249	3.738e-002	9.3594e-002	5.8064e-002	25.877
7252	3.4897e-002	0.10089	5.7637e-002	25.74
7253	3.3009e-002	0.10367	5.591e-002	25.655
7254	3.4137e-002	0.10393	5.745e-002	25.688
7256	6.1375e-002	8.5642e-002	7.0675e-002	26.626
7257	6.4566e-002	8.2215e-002	7.0366e-002	26.748
7258	6.276e-002	7.8406e-002	6.7772e-002	26.752
7259	6.5819e-002	7.8663e-002	6.8865e-002	26.834
7260	6.5484e-002	8.0775e-002	6.9694e-002	26.804
7264	4.5102e-002	8.8103e-002	6.2939e-002	26.162
7265	4.7384e-002	8.9536e-002	6.5369e-002	26.207
7266	4.9643e-002	8.745e-002	6.5824e-002	26.297
7269	0.10355	8.7766e-002	7.0636e-002	27.206
7270	0.10735	8.6652e-002	6.9157e-002	27.164
7271	0.10543	8.2135e-002	6.8474e-002	27.237
7272	0.10944	8.3176e-002	6.7589e-002	27.136
7277	8.939e-002	8.4644e-002	7.1956e-002	27.295
7278	8.6802e-002	8.3585e-002	7.1916e-002	27.276
7282	7.1907e-002	8.2389e-002	7.1379e-002	26.967
7283	6.9752e-002	7.9174e-002	6.9636e-002	26.957
7284	7.3349e-002	8.1797e-002	7.1235e-002	27.022
7285	6.9416e-002	8.1286e-002	7.0464e-002	26.921
7286	7.0203e-002	8.2557e-002	7.1258e-002	26.914
7289	0.11117	0.1161	7.3255e-002	26.228
7290	0.11055	0.12074	7.4162e-002	26.067
7291	0.10779	0.11737	7.5104e-002	26.18
7292	0.11191	0.12247	7.3275e-002	26.023
7298	0.10624	0.1425	7.2936e-002	25.552
7299	0.10493	0.1383	7.6202e-002	25.587
7300	0.10446	0.14151	7.5108e-002	25.547
7301	0.105	0.13995	7.5637e-002	25.566
7302	0.10579	0.13694	7.5348e-002	25.635
7306	0.10933	0.10822	7.3162e-002	26.517
7307	0.10861	0.10926	7.3634e-002	26.48
7308	0.10549	0.10214	7.3545e-002	26.753
7309	0.10523	0.11054	7.5483e-002	26.421
7310	0.10402	0.10545	7.4954e-002	26.611
7311	0.1055	0.10438	7.4013e-002	26.665
7315	0.11061	0.11164	7.2972e-002	26.392
7317	0.10376	8.9922e-002	7.1231e-002	27.153
7318	0.10267	9.3407e-002	7.2391e-002	27.075
7319	9.4776e-002	8.8918e-002	7.2631e-002	27.227
7320	0.1018	9.4739e-002	7.2989e-002	27.036
7321	9.6287e-002	9.2578e-002	7.4028e-002	27.079
7322	9.9965e-002	9.551e-002	7.3647e-002	27.014
7323	9.8126e-002	9.4044e-002	7.3838e-002	27.053
7327	0.10647	9.2292e-002	7.0912e-002	27.073
7329	0.10451	9.7109e-002	7.2669e-002	26.95
7333	8.0039e-002	0.1574	6.6745e-002	25.332
7334	7.4293e-002	0.1584	6.4465e-002	25.3
7335	7.7166e-002	0.1579	6.5605e-002	25.317
7338	0.10317	0.14734	7.1928e-002	25.48
7339	0.10356	0.14472	7.39e-002	25.506
7342	6.8344e-002	0.15873	6.2087e-002	25.27
7343	6.4119e-002	0.15827	6.0692e-002	25.253
7344	6.6475e-002	0.15738	6.2785e-002	25.281
7345	6.848e-002	0.16112	5.8612e-002	25.233
7347	4.6955e-002	0.15613	4.8173e-002	25.123
7348	4.5415e-002	0.15487	4.7677e-002	25.124
7349	4.6885e-002	0.15677	4.6958e-002	25.106
7350	4.6765e-002	0.15526	4.9155e-002	25.139
7353	5.5198e-002	0.1576	5.4932e-002	25.199
7354	5.6565e-002	0.15876	5.3913e-002	25.189
7355	5.3006e-002	0.15658	5.4045e-002	25.195
7359	3.9728e-002	0.14297	5.412e-002	25.256
7360	4.2736e-002	0.14565	5.5644e-002	25.257
7361	4.201e-002	0.1478	5.2406e-002	25.208
7362	4.1596e-002	0.14681	5.2872e-002	25.22
7367	3.1979e-002	0.13184	4.9462e-002	25.268
7368	3.1773e-002	0.13246	4.8542e-002	25.25
7369	3.1491e-002	0.13119	4.8918e-002	25.263
7373	3.354e-002	0.13269	5.1928e-002	25.3
7374	3.2272e-002	0.1328	4.9369e-002	25.262
7375	3.199e-002	0.13153	4.9745e-002	25.274
7376	3.2521e-002	0.13297	4.9783e-002	25.267
7380	3.1396e-002	0.12598	5.1509e-002	25.342
7381	3.1293e-002	0.1252	5.1668e-002	25.351
7383	3.1711e-002	0.1054	5.4441e-002	25.594
7384	3.2258e-002	0.10684	5.5394e-002	25.602
7388	3.2679e-002	0.10955	5.6236e-002	25.588
7389	3.3009e-002	0.11278	5.6802e-002	25.561
7395	3.8785e-002	9.803e-002	6.1019e-002	25.883
7396	3.5317e-002	0.10241	5.8481e-002	25.738
7397	3.8042e-002	0.10131	6.1192e-002	25.826
7398	3.6163e-002	0.10156	5.9212e-002	25.772
7403	4.4286e-002	9.0908e-002	6.3509e-002	26.111
7404	4.1749e-002	9.3081e-002	6.2224e-002	26.017
7405	4.0463e-002	9.0848e-002	6.0074e-002	25.999
7406	4.0708e-002	9.0096e-002	6.007e-002	26.011
7411	3.2847e-002	0.10637	5.6168e-002	25.625
7412	3.3429e-002	0.10519	5.6755e-002	25.655
7416	6.2423e-002	8.7337e-002	7.1733e-002	26.62
7417	5.6003e-002	9.2354e-002	7.1166e-002	26.376
7418	5.8708e-002	9.4712e-002	7.3008e-002	26.387
7419	6.1991e-002	9.3034e-002	7.3585e-002	26.493
7420	6.1833e-002	8.9654e-002	7.2307e-002	26.565
7423	4.8827e-002	9.0254e-002	6.6394e-002	26.241
7424	4.4031e-002	9.4514e-002	6.4654e-002	26.061
7425	4.967e-002	9.3142e-002	6.8115e-002	26.217
7426	4.8161e-002	9.5674e-002	6.8025e-002	26.144
7427	4.608e-002	9.5801e-002	6.6471e-002	26.098
7431	5.1929e-002	9.1055e-002	6.857e-002	26.308
7437	9.1111e-002	9.046e-002	7.3948e-002	27.132
7438	8.7767e-002	8.7571e-002	7.3209e-002	27.194
7439	8.7012e-002	8.5741e-002	7.2511e-002	27.243
7444	6.7624e-002	8.5118e-002	7.2265e-002	26.78
7445	6.6532e-002	8.247e-002	7.0752e-002	26.803
7446	6.7319e-002	8.3742e-002	7.1545e-002	26.799
7447	6.5024e-002	8.6228e-002	7.1999e-002	26.703
7451	7.1032e-002	8.4782e-002	7.2506e-002	26.883
7452	7.3873e-002	8.2644e-002	7.1764e-002	27.011
7453	7.4135e-002	8.3068e-002	7.2028e-002	27.006
7454	7.0727e-002	8.3405e-002	7.1787e-002	26.907
7455	7.3436e-002	8.3841e-002	7.2328e-002	26.969
7459	0.10651	0.11396	7.5293e-002	26.303
7463	0.10224	0.13358	7.8609e-002	25.657
7464	0.10393	0.12882	7.7858e-002	25.793
7465	0.10052	0.13201	7.9552e-002	25.683
7466	0.10034	0.13047	7.9591e-002	25.722
7467	0.1031	0.13221	7.7754e-002	25.714
7468	0.1039	0.13022	7.7693e-002	25.765
7469	0.10138	0.1328	7.908e-002	25.671
7470	0.10067	0.12849	7.9145e-002	25.782
7471	0.10046	0.12883	7.9326e-002	25.769
7475	0.10589	0.11859	7.62e-002	26.13
7476	0.10738	0.12488	7.6009e-002	25.929
7477	0.10664	0.12173	7.6105e-002	26.029
7478	0.11002	0.12369	7.4371e-002	25.983
7479	0.10907	0.1243	7.4919e-002	25.96
7481	0.10181	9.9212e-002	7.3925e-002	26.885
7482	0.10365	0.10068	7.3735e-002	26.82
7485	7.9515e-002	0.15588	6.8257e-002	25.352
7486	7.8171e-002	0.1542	6.9804e-002	25.369
7487	8.4145e-002	0.15333	7.1548e-002	25.39
7488	8.0429e-002	0.15269	7.1638e-002	25.392
7489	8.4913e-002	0.156	6.8409e-002	25.362
7490	8.4562e-002	0.15538	6.9244e-002	25.368
7495	7.3769e-002	0.15688	6.5977e-002	25.32
7496	6.9027e-002	0.15602	6.5535e-002	25.312
7497	7.2425e-002	0.1552	6.7523e-002	25.337
7498	7.1032e-002	0.15976	6.1362e-002	25.268
7501	9.2873e-002	0.15357	7.0426e-002	25.399
7502	8.8492e-002	0.15333	7.1241e-002	25.398
7503	8.926e-002	0.156	6.8103e-002	25.369
7504	8.8909e-002	0.15539	6.8937e-002	25.375
7508	0.10138	0.14635	7.41e-002	25.482
7509	9.7825e-002	0.15036	7.2098e-002	25.438
7510	9.9831e-002	0.14768	7.3965e-002	25.464
7517	5.9097e-002	0.15697	5.9125e-002	25.24
7518	6.4802e-002	0.15556	6.414e-002	25.298
7519	5.9288e-002	0.15458	6.1976e-002	25.278
7520	6.0499e-002	0.15213	6.4781e-002	25.324
7521	6.0739e-002	0.15809	5.8741e-002	25.234
7526	5.3022e-002	0.15526	5.6458e-002	25.217
7527	5.5939e-002	0.15511	5.9053e-002	25.245
7528	5.7115e-002	0.15867	5.5183e-002	25.197
7529	5.3556e-002	0.15648	5.5316e-002	25.202
7530	5.739e-002	0.15862	5.5818e-002	25.2
7533	3.6853e-002	0.1366	5.4742e-002	25.309
7534	3.5263e-002	0.12925	5.6321e-002	25.39
7535	3.6217e-002	0.13238	5.6437e-002	25.361
7536	3.4914e-002	0.13517	5.2568e-002	25.292
7537	3.3583e-002	0.13348	5.1422e-002	25.288
7538	3.4179e-002	0.12998	5.4274e-002	25.357
7543	4.2112e-002	0.14269	5.7442e-002	25.295
7544	3.8469e-002	0.13579	5.7613e-002	25.348
7545	4.0537e-002	0.13928	5.8247e-002	25.326
7546	3.7165e-002	0.13858	5.3744e-002	25.283
7551	3.3494e-002	0.12098	5.6713e-002	25.469
7552	3.3998e-002	0.11676	5.8009e-002	25.535
7553	3.5434e-002	0.11811	5.9749e-002	25.548
7554	3.312e-002	0.119	5.65e-002	25.486
7555	3.3279e-002	0.11947	5.6678e-002	25.484
7556	3.4438e-002	0.12076	5.8092e-002	25.492
7557	3.5184e-002	0.12019	5.9084e-002	25.515
7561	3.3091e-002	0.12336	5.5415e-002	25.428
7562	3.2831e-002	0.12121	5.5627e-002	25.45
7563	3.3765e-002	0.12337	5.6515e-002	25.443
7564	3.3989e-002	0.1225	5.7041e-002	25.459
7569	3.3723e-002	0.11105	5.7688e-002	25.6
7570	3.3975e-002	0.10663	5.7708e-002	25.656
7571	3.4908e-002	0.10797	5.8982e-002	25.666
7575	3.5238e-002	0.1112	5.9548e-002	25.635
7576	3.549e-002	0.11563	5.9994e-002	25.583
7581	4.0751e-002	9.9966e-002	6.3543e-002	25.908
7582	4.3055e-002	0.10143	6.5719e-002	25.943
7583	4.3543e-002	9.7974e-002	6.5187e-002	26.006
7584	4.0207e-002	9.4454e-002	6.1219e-002	25.96
7590	3.549e-002	0.10678	5.9569e-002	25.694
7591	3.5403e-002	0.1046	5.9025e-002	25.717
7595	5.5478e-002	9.6302e-002	7.2132e-002	26.289
7596	5.1264e-002	9.6476e-002	7.0202e-002	26.194
7600	8.9278e-002	9.1231e-002	7.4607e-002	27.076
7601	8.7799e-002	9.4473e-002	7.5961e-002	26.941
7602	9.2232e-002	9.7032e-002	7.5838e-002	26.916
7603	9.4461e-002	9.5586e-002	7.5155e-002	26.976
7604	9.3633e-002	9.5488e-002	7.5438e-002	26.963
7609	8.4455e-002	9.1584e-002	7.5223e-002	26.995
7610	8.3523e-002	8.8518e-002	7.4176e-002	27.079
7611	8.5179e-002	8.6511e-002	7.3169e-002	27.175
7612	8.4263e-002	8.6897e-002	7.3499e-002	27.14
7616	7.0892e-002	8.9661e-002	7.4441e-002	26.763
7617	7.2666e-002	8.7053e-002	7.3594e-002	26.874
7618	6.7191e-002	9.0815e-002	7.4117e-002	26.661
7619	6.9328e-002	8.495e-002	7.2386e-002	26.832
7620	7.2037e-002	8.5386e-002	7.2926e-002	26.894
7621	6.7033e-002	8.7436e-002	7.2839e-002	26.733
7626	0.10192	0.11015	7.6614e-002	26.428
7627	0.10388	0.11837	7.7046e-002	26.133
7628	9.8262e-002	0.1129	7.8165e-002	26.315
7629	0.10144	0.11721	7.7558e-002	26.18
7635	0.1028	0.13895	7.7694e-002	25.556
7636	0.1013	0.13955	7.8639e-002	25.531
7637	0.10156	0.13693	7.9049e-002	25.569
7638	0.10157	0.13811	7.9071e-002	25.546
7639	0.10359	0.13594	7.7405e-002	25.621
7640	0.10187	0.13653	7.8732e-002	25.586
7644	0.10284	0.1256	7.7684e-002	25.896
7645	0.10536	0.12465	7.6855e-002	25.931
7646	0.10607	0.12919	7.6594e-002	25.805
7647	0.1078	0.12722	7.567e-002	25.868
7648	0.10284	0.12747	7.8046e-002	25.829
7649	0.10452	0.12564	7.7063e-002	25.903
7652	0.10232	0.14216	7.6601e-002	25.519
7653	0.10023	0.14505	7.5938e-002	25.485
7654	0.10082	0.14276	7.7545e-002	25.498
7655	0.10045	0.1438	7.6962e-002	25.491
7658	9.8322e-002	9.9787e-002	7.515e-002	26.844
7659	0.10182	0.10145	7.4394e-002	26.795
7660	9.814e-002	9.8517e-002	7.4774e-002	26.904
7661	9.9332e-002	0.10115	7.5242e-002	26.788
7666	7.5298e-002	0.1547	6.8664e-002	25.355
7668	9.0283e-002	0.15151	7.2883e-002	25.42
7669	9.667e-002	0.14906	7.3935e-002	25.447
7670	9.2163e-002	0.15015	7.4119e-002	25.432
7671	9.4554e-002	0.14996	7.3906e-002	25.435
