Node	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
1224	3.8922e-002	9.2221e-002	5.9069e-002	25.939
1225	3.941e-002	9.0718e-002	5.9061e-002	25.964
1226	8.4424e-002	8.4681e-002	7.2471e-002	27.214
1227	7.5839e-002	8.29e-002	7.2149e-002	27.048
1228	6.9023e-002	8.3573e-002	7.1666e-002	26.854
1229	0.10445	0.13458	7.6551e-002	25.675
1230	0.10604	0.13059	7.6429e-002	25.774
1231	0.10949	0.12664	7.458e-002	25.896
1232	8.7438e-002	0.15662	6.7422e-002	25.36
1233	4.4279e-002	0.15264	4.9701e-002	25.154
1234	5.1364e-002	0.15546	5.4429e-002	25.197
1235	5.9031e-002	0.15973	5.5434e-002	25.193
1236	3.5227e-002	0.13715	5.157e-002	25.266
1237	3.2565e-002	0.13376	4.9277e-002	25.254
1238	3.2298e-002	0.11874	5.5236e-002	25.469
1239	3.2616e-002	0.1197	5.5592e-002	25.465
1240	8.2591e-002	8.5452e-002	7.3129e-002	27.141
1241	7.444e-002	8.4445e-002	7.2748e-002	26.977
1242	0.10366	0.10291	7.4204e-002	26.73
1243	9.6301e-002	9.7051e-002	7.4965e-002	26.944
1244	8.6735e-002	0.15538	6.909e-002	25.373
1245	4.3667e-002	0.14967	5.249e-002	25.2
1246	3.3758e-002	0.12676	5.4981e-002	25.395
1247	3.4484e-002	0.12401	5.7369e-002	25.449
1248	3.6249e-002	0.10375	5.9755e-002	25.75
1249	6.4433e-002	8.8545e-002	7.2573e-002	26.652
1250	0.10101	0.13574	7.9203e-002	25.596
1251	9.9583e-002	0.12714	7.9333e-002	25.819
1252	9.5239e-002	0.12173	8.0084e-002	25.975
1253	9.6326e-002	0.12122	7.9535e-002	26.008
1254	9.8686e-002	0.10233	7.59e-002	26.725
1255	9.4643e-002	9.6855e-002	7.553e-002	26.926
1256	4.2839e-002	0.14769	5.3421e-002	25.223
1257	3.4933e-002	0.12228	5.842e-002	25.481
1258	9.6274e-002	0.1025	7.6208e-002	26.732
1259	9.3914e-002	0.1217	8.0703e-002	25.959
1260	0.10293	0.12349	7.7366e-002	25.973
1261	3.8521e-002	0.12162	6.2399e-002	25.558
1262	4.0297e-002	0.12134	6.4119e-002	25.594
1263	3.6425e-002	0.12114	6.0405e-002	25.526
1264	9.6843e-002	0.12774	8.0585e-002	25.784
1265	4.1595e-002	0.12174	6.5363e-002	25.606
1266	8.8211e-002	0.12056	8.1298e-002	25.984
1267	9.0185e-002	0.12806	8.1895e-002	25.767
1268	8.058e-002	0.13923	7.9957e-002	25.558
1269	4.9844e-002	0.12577	7.1228e-002	25.641
1270	8.0652e-002	0.13736	8.0709e-002	25.581
1271	8.1347e-002	0.13545	8.1194e-002	25.611
1272	9.0603e-002	0.13671	8.2423e-002	25.534
1273	8.9874e-002	0.13697	8.2343e-002	25.536
1274	2.2533e-002	0.13717	4.2201e-002	24.895
1275	3.1658e-002	0.12473	5.2486e-002	25.369
1276	3.5509e-002	9.1839e-002	5.5598e-002	25.812
1277	3.3276e-002	0.13728	4.7728e-002	25.211
1278	4.075e-002	0.16521	2.3507e-002	24.694
1279	5.5993e-002	4.3997e-002	5.0016e-002	25.626
1280	5.2925e-002	4.6105e-002	5.0017e-002	25.619
1281	4.7098e-002	0.1549	5.0507e-002	25.153
1282	4.7338e-002	0.15792	4.6114e-002	25.089
1283	3.453e-002	0.12465	5.7122e-002	25.442
1284	4.4862e-002	7.1437e-002	5.4131e-002	26.077
1285	4.0563e-002	0.16555	2.3081e-002	24.687
1286	9.9159e-002	0.12782	7.9696e-002	25.793
1287	8.845e-002	0.18048	0.	24.4
1288	0.12944	0.16212	2.8885e-002	24.913
1289	0.16428	0.11519	3.4395e-002	24.954
1290	0.16384	0.11705	3.4069e-002	24.949
1291	0.11742	7.7986e-002	6.3539e-002	26.81
1292	0.14526	9.6659e-002	5.1735e-002	25.653
2149	0.10811	0.17798	0.	24.4
2150	0.11052	0.1772	1.855e-003	24.434
2156	0.10871	0.17751	1.855e-003	24.432
2157	0.10305	0.17885	0.	24.4
2158	0.10571	0.17793	2.3723e-003	24.44
2162	0.11153	0.17641	4.9946e-003	24.491
2163	0.10813	0.17715	4.2273e-003	24.473
2167	9.9058e-002	0.17923	1.6051e-003	24.426
2168	0.10246	0.17849	2.3723e-003	24.439
2169	9.7614e-002	0.1797	0.	24.4
2173	0.10172	0.1783	3.9774e-003	24.467
2174	9.6874e-002	0.17951	1.6051e-003	24.426
2175	9.4667e-002	0.17884	6.0157e-003	24.502
2176	9.9876e-002	0.17831	6.2462e-003	24.507
2177	9.6121e-002	0.17866	7.3211e-003	24.525
2178	9.6672e-002	0.17925	2.8088e-003	24.446
2180	0.10854	0.17682	5.5119e-003	24.497
2182	0.11231	0.1758	7.7536e-003	24.54
2186	0.1089	0.17654	6.9863e-003	24.523
2187	0.10328	0.17757	7.0134e-003	24.521
2190	9.358e-002	0.17993	8.0253e-004	24.413
2191	9.3593e-002	0.18011	0.	24.4
2192	9.5227e-002	0.17972	1.2038e-003	24.419
2195	8.3402e-002	0.18021	3.6081e-003	24.457
2196	8.6789e-002	0.18051	4.0126e-004	24.406
2197	8.3759e-002	0.18083	0.	24.4
2198	8.2889e-002	0.18058	1.8041e-003	24.428
2199	8.6796e-002	0.1806	0.	24.4
2203	9.1373e-002	0.17926	5.2132e-003	24.487
2204	9.1744e-002	0.18006	8.0253e-004	24.412
2205	9.3378e-002	0.17967	2.0063e-003	24.433
2206	9.0084e-002	0.18009	1.2038e-003	24.419
2208	7.9134e-002	0.18114	0.	24.4
2209	8.0994e-002	0.18106	0.	24.4
2210	7.9867e-002	0.18099	9.0203e-004	24.413
2212	8.2688e-002	0.17897	1.0824e-002	24.576
2213	8.7365e-002	0.17843	1.1627e-002	24.596
2214	7.9156e-002	0.17829	1.2636e-002	24.605
2215	8.8819e-002	0.17826	1.2932e-002	24.619
2216	8.7724e-002	0.17749	1.6652e-002	24.682
2217	8.0082e-002	0.17744	1.6928e-002	24.681
2218	8.5972e-002	0.17761	1.7325e-002	24.692
2219	8.2807e-002	0.17766	1.7449e-002	24.691
2224	8.6339e-002	0.17917	8.0188e-003	24.532
2225	7.813e-002	0.17903	9.0282e-003	24.542
2226	8.5049e-002	0.18	4.0094e-003	24.464
2227	8.1149e-002	0.18007	5.4122e-003	24.484
2228	7.9145e-002	0.17972	6.3182e-003	24.498
2234	9.247e-002	0.17846	1.0127e-002	24.573
2235	9.302e-002	0.17905	5.6144e-003	24.494
2236	8.9726e-002	0.17947	4.8119e-003	24.479
2242	7.0184e-002	0.17883	7.6681e-003	24.509
2243	7.0274e-002	0.17773	1.0711e-002	24.563
2244	7.3246e-002	0.17753	1.4234e-002	24.628
2245	7.5525e-002	0.1775	1.5132e-002	24.646
2246	7.1241e-002	0.17748	1.3054e-002	24.607
2247	7.3627e-002	0.17912	8.1302e-003	24.52
2248	7.5613e-002	0.17904	8.1302e-003	24.524
2252	6.9662e-002	0.1813	0.	24.4
2253	7.1684e-002	0.18067	2.7101e-003	24.434
2254	7.2698e-002	0.18136	0.	24.4
2256	7.939e-002	0.18096	9.0203e-004	24.413
2257	7.8149e-002	0.18076	1.355e-003	24.419
2258	7.7664e-002	0.18115	0.	24.4
2260	6.719e-002	0.18023	2.248e-003	24.426
2261	7.0633e-002	0.18053	2.7101e-003	24.434
2262	6.6326e-002	0.18141	0.	24.4
2265	5.9412e-002	0.18113	1.6895e-003	24.413
2266	5.8309e-002	0.18217	0.	24.4
2267	6.1756e-002	0.1819	0.	24.4
2268	6.1045e-002	0.18143	1.124e-003	24.409
2271	6.2561e-002	0.17971	3.9375e-003	24.441
2272	6.2103e-002	0.17774	7.4389e-003	24.494
2273	6.5859e-002	0.17821	7.5384e-003	24.503
2274	6.9212e-002	0.1796	4.958e-003	24.465
2275	6.4905e-002	0.18048	2.248e-003	24.422
2276	6.4195e-002	0.18001	3.372e-003	24.435
2283	5.825e-002	0.18115	1.6895e-003	24.413
2284	5.8895e-002	0.17815	6.8804e-003	24.476
2285	5.6801e-002	0.17887	5.6511e-003	24.457
2286	6.0987e-002	0.18042	2.8135e-003	24.425
2287	5.72e-002	0.18044	3.1855e-003	24.427
2291	5.4599e-002	0.18246	0.	24.4
2292	5.6096e-002	0.18148	1.4959e-003	24.411
2294	5.1396e-002	0.18208	1.3023e-003	24.412
2295	5.3549e-002	0.18175	1.4959e-003	24.411
2296	5.2473e-002	0.18192	1.3991e-003	24.411
2299	5.0475e-002	0.18118	3.0387e-003	24.429
2300	5.1817e-002	0.18128	2.7015e-003	24.423
2325	1.6279e-002	0.14714	3.7851e-002	24.752
2326	1.5462e-002	0.14521	3.8973e-002	24.756
2327	1.9121e-002	0.14561	3.8444e-002	24.777
2356	1.7711e-002	0.14859	3.6936e-002	24.752
2357	1.9899e-002	0.1464	3.7951e-002	24.777
2359	1.9453e-002	0.15034	3.5753e-002	24.75
2360	2.048e-002	0.1497	3.6075e-002	24.758
2361	2.0553e-002	0.14706	3.7529e-002	24.776
2364	2.107e-002	0.15198	3.458e-002	24.748
2365	2.1568e-002	0.1508	3.5314e-002	24.756
2368	2.2619e-002	0.15354	3.3401e-002	24.743
2369	2.4135e-002	0.15223	3.4136e-002	24.759
2370	2.2098e-002	0.15134	3.4902e-002	24.755
2373	2.4776e-002	0.15571	3.1755e-002	24.736
2374	2.5154e-002	0.15326	3.3369e-002	24.755
2375	2.4965e-002	0.15448	3.2562e-002	24.744
2377	2.6457e-002	0.15741	3.0465e-002	24.728
2378	2.7546e-002	0.15626	3.1142e-002	24.74
2379	2.6104e-002	0.15563	3.1684e-002	24.74
2383	2.7484e-002	0.15845	2.9659e-002	24.722
2384	2.8088e-002	0.1568	3.0729e-002	24.737
2387	2.8437e-002	0.15941	2.8873e-002	24.716
2388	3.0302e-002	0.15837	2.9404e-002	24.731
2389	2.8574e-002	0.15729	3.0337e-002	24.734
2393	3.0075e-002	0.16	2.8256e-002	24.714
2394	3.0769e-002	0.15884	2.9009e-002	24.728
2395	2.9421e-002	0.1604	2.8026e-002	24.71
2398	3.1216e-002	0.16221	2.6452e-002	24.696
2399	3.1109e-002	0.16104	2.7351e-002	24.706
2400	3.0455e-002	0.16144	2.7121e-002	24.702
2401	3.2062e-002	0.16179	2.6665e-002	24.701
2406	3.1704e-002	0.1627	2.6015e-002	24.692
2407	3.2306e-002	0.16203	2.6449e-002	24.699
2410	3.2693e-002	0.1637	2.507e-002	24.684
2411	3.3199e-002	0.16317	2.5463e-002	24.689
2412	3.2551e-002	0.16228	2.6228e-002	24.697
2415	3.4136e-002	0.16516	2.3699e-002	24.67
2416	3.3943e-002	0.16392	2.4738e-002	24.682
2421	3.557e-002	0.16658	2.2311e-002	24.656
2422	3.6656e-002	0.1654	2.3276e-002	24.67
2423	3.4642e-002	0.16463	2.4092e-002	24.675
2446	0.11441	0.17415	1.2883e-002	24.628
2448	0.10861	0.1758	1.2291e-002	24.612
2449	0.10705	0.17654	9.2551e-003	24.562
2453	0.1182	0.17116	1.9337e-002	24.742
2455	0.11035	0.17444	1.5946e-002	24.673
2456	0.1147	0.17216	1.8979e-002	24.731
2460	0.122	0.16814	2.4118e-002	24.827
2461	0.12111	0.16827	2.4811e-002	24.835
2462	0.11676	0.17055	2.1778e-002	24.782
2463	0.11894	0.16941	2.3295e-002	24.81
2489	0.12286	0.16686	2.6794e-002	24.867
2490	0.12564	0.16519	2.7029e-002	24.878
2491	0.12404	0.16597	2.7251e-002	24.876
2495	0.13175	0.16025	3.0003e-002	24.93
2496	0.13137	0.16022	3.048e-002	24.935
2497	0.13019	0.16111	3.0023e-002	24.929
2498	0.13039	0.16135	2.935e-002	24.921
2501	0.13179	0.15989	3.0669e-002	24.938
2502	0.13297	0.15926	3.0214e-002	24.934
2503	0.13261	0.15892	3.1137e-002	24.946
2506	0.14015	0.15346	3.0557e-002	24.941
2508	0.13833	0.15337	3.263e-002	24.972
2509	0.13703	0.15598	3.0324e-002	24.941
2510	0.13668	0.15532	3.1694e-002	24.959
2514	0.14371	0.14978	3.0715e-002	24.946
2515	0.13983	0.15216	3.2819e-002	24.971
2516	0.142	0.14843	3.3795e-002	24.997
2558	1.4251e-002	0.10959	5.0095e-002	24.995
2559	1.4486e-002	0.10544	5.0508e-002	25.018
2560	1.535e-002	0.1073	5.0384e-002	25.02
2562	1.6145e-002	0.10925	5.0035e-002	25.024
2594	1.4363e-002	0.11287	4.9583e-002	24.981
2595	1.6991e-002	0.11269	4.945e-002	25.019
2597	1.5927e-002	0.11328	4.9426e-002	24.999
2598	1.6196e-002	0.11075	4.9799e-002	25.017
2600	1.4455e-002	0.11559	4.9137e-002	24.967
2601	1.4924e-002	0.11564	4.9125e-002	24.972
2603	1.5988e-002	0.11506	4.9149e-002	24.989
2607	1.4524e-002	0.11762	4.8728e-002	24.957
2608	1.4956e-002	0.11658	4.8954e-002	24.967
2611	1.4645e-002	0.12119	4.7897e-002	24.935
2612	1.4993e-002	0.11768	4.8716e-002	24.961
2613	1.6247e-002	0.12014	4.8069e-002	24.962
2614	1.6421e-002	0.11838	4.8479e-002	24.976
2615	1.5707e-002	0.11803	4.8597e-002	24.968
2618	1.4761e-002	0.12459	4.7067e-002	24.911
2619	1.7482e-002	0.12446	4.694e-002	24.945
2620	1.6332e-002	0.12262	4.7476e-002	24.944
2625	1.4821e-002	0.12635	4.6591e-002	24.898
2626	1.6035e-002	0.12693	4.6352e-002	24.907
2627	1.7513e-002	0.12539	4.6703e-002	24.938
2629	1.4894e-002	0.1285	4.5937e-002	24.883
2630	1.6063e-002	0.12776	4.6112e-002	24.9
2633	1.4987e-002	0.13125	4.5019e-002	24.861
2634	1.8023e-002	0.13145	4.474e-002	24.892
2635	1.6108e-002	0.12908	4.5698e-002	24.89
2638	1.8072e-002	0.13289	4.4236e-002	24.879
2639	1.508e-002	0.13397	4.4025e-002	24.84
2640	1.6598e-002	0.13407	4.3885e-002	24.853
2644	1.5216e-002	0.13799	4.2479e-002	24.807
2645	1.5188e-002	0.13716	4.2799e-002	24.814
2646	1.5941e-002	0.13783	4.2488e-002	24.814
2647	1.5947e-002	0.13721	4.2729e-002	24.82
2649	1.532e-002	0.14105	4.1036e-002	24.784
2650	1.5947e-002	0.13802	4.2413e-002	24.813
2652	1.542e-002	0.14399	3.9636e-002	24.762
2653	1.9983e-002	0.14265	3.9858e-002	24.809
2654	1.8218e-002	0.14041	4.1072e-002	24.812
2655	1.6769e-002	0.14073	4.1054e-002	24.797
2656	1.6045e-002	0.14089	4.1045e-002	24.79
2659	1.9082e-002	0.14446	3.9073e-002	24.786
2660	1.9986e-002	0.14272	3.9825e-002	24.809
2671	3.7056e-002	0.16804	2.0809e-002	24.639
2672	3.739e-002	0.16612	2.2535e-002	24.662
2675	3.8526e-002	0.16948	1.9245e-002	24.622
2676	3.9426e-002	0.16901	1.965e-002	24.627
2677	3.8142e-002	0.16685	2.1773e-002	24.653
2682	4.0579e-002	0.17149	1.6932e-002	24.595
2683	4.0144e-002	0.16971	1.8848e-002	24.618
2685	4.0795e-002	0.17056	1.7886e-002	24.606
2688	4.2782e-002	0.17272	1.5412e-002	24.575
2689	4.2434e-002	0.17331	1.4759e-002	24.568
2690	4.2131e-002	0.17187	1.6374e-002	24.587
2693	4.4249e-002	0.17508	1.2466e-002	24.539
2694	4.3473e-002	0.17432	1.3436e-002	24.552
2695	4.4685e-002	0.17454	1.3108e-002	24.545
2696	4.3907e-002	0.17429	1.3432e-002	24.55
2701	4.463e-002	0.17546	1.2019e-002	24.533
2702	4.56e-002	0.17512	1.2428e-002	24.536
2703	4.4941e-002	0.17479	1.2799e-002	24.541
2707	4.4885e-002	0.17571	1.1671e-002	24.529
2708	4.5724e-002	0.17525	1.2291e-002	24.534
2711	4.5481e-002	0.17629	1.0807e-002	24.519
2712	4.5855e-002	0.17537	1.208e-002	24.532
2713	4.5718e-002	0.17587	1.1329e-002	24.524
2716	4.7153e-002	0.17793	8.3814e-003	24.489
2717	4.6411e-002	0.1772	9.4999e-003	24.502
2718	4.7352e-002	0.17682	9.8898e-003	24.505
2719	4.7956e-002	0.17741	9.0037e-003	24.494
2720	4.7818e-002	0.17728	9.2361e-003	24.497
2723	4.7978e-002	0.17874	7.028e-003	24.474
2724	4.8781e-002	0.17822	7.6503e-003	24.478
2725	4.8233e-002	0.17768	8.5389e-003	24.489
2729	4.9917e-002	0.18064	3.9174e-003	24.438
2731	4.9075e-002	0.17981	5.2507e-003	24.453
2732	5.0927e-002	0.17981	5.03e-003	24.447
2733	4.9878e-002	0.17929	5.873e-003	24.457
2735	5.1552e-002	0.18102	3.1355e-003	24.427
2737	5.122e-002	0.1801	4.5854e-003	24.442
2754	0.14822	0.14437	3.129e-002	24.953
2755	0.14405	0.14597	3.3763e-002	25.001
2756	0.14599	0.14478	3.2711e-002	24.981
2760	0.15185	0.14	3.1626e-002	24.949
2761	0.14868	0.1393	3.5345e-002	25.019
2762	0.14845	0.14184	3.3318e-002	24.984
2766	0.1553	0.13586	3.12e-002	24.934
2767	0.15441	0.13339	3.3395e-002	24.973
2768	0.14986	0.13789	3.5075e-002	25.014
2769	0.15213	0.13564	3.4235e-002	24.996
2773	0.1593	0.13107	3.0948e-002	24.912
2775	0.15668	0.13067	3.324e-002	24.956
2779	0.16142	0.12732	3.1554e-002	24.91
2780	0.1584	0.1286	3.3142e-002	24.944
2825	0.1588	0.12692	3.3846e-002	24.952
2826	0.16221	0.12396	3.2629e-002	24.924
2827	0.16054	0.12453	3.3563e-002	24.942
2832	0.16308	0.11877	3.4022e-002	24.947
2833	0.1632	0.11976	3.3558e-002	24.94
2834	0.16362	0.11798	3.3906e-002	24.946
2837	0.16641	0.10612	3.61e-002	24.958
2838	0.16556	0.10581	3.6685e-002	24.969
2839	0.16561	0.10952	3.5384e-002	24.96
2840	0.16528	0.10764	3.6267e-002	24.969
2845	0.16718	0.10286	3.6778e-002	24.952
2846	0.16591	0.10435	3.7062e-002	24.966
2849	0.16874	9.6245e-002	3.769e-002	24.932
2850	0.16633	0.10256	3.7364e-002	24.962
2851	0.16553	9.885e-002	3.8688e-002	24.977
2852	0.16593	0.1007	3.8026e-002	24.969
2857	0.1703	8.961e-002	3.8315e-002	24.905
2858	0.16586	9.0321e-002	4.0623e-002	24.97
2859	0.16666	9.4027e-002	3.9298e-002	24.959
2863	0.17195	8.2588e-002	3.8805e-002	24.867
2865	0.16629	8.8508e-002	4.0637e-002	24.96
2866	0.16851	8.5041e-002	3.9908e-002	24.917
2872	0.17194	7.4159e-002	4.0104e-002	24.851
2873	0.17035	7.7226e-002	4.062e-002	24.871
2874	0.16973	7.9831e-002	4.0383e-002	24.885
2925	0.16946	6.772e-002	4.1752e-002	24.863
2926	0.16744	6.2467e-002	4.2916e-002	24.864
2927	0.16663	6.7568e-002	4.3093e-002	24.889
2928	0.16406	6.6302e-002	4.4076e-002	24.916
2931	0.16787	7.0787e-002	4.2268e-002	24.886
2932	0.16911	7.4007e-002	4.1444e-002	24.88
2935	0.16575	5.8072e-002	4.346e-002	24.862
2936	0.1623	5.9935e-002	4.4883e-002	24.905
2937	0.16328	6.4268e-002	4.4416e-002	24.917
2941	0.16353	5.2295e-002	4.4104e-002	24.852
2942	0.1614	5.7574e-002	4.5087e-002	24.902
2943	0.16148	5.2451e-002	4.475e-002	24.868
2947	0.16156	4.7174e-002	4.4677e-002	24.834
2948	0.16016	4.9035e-002	4.519e-002	24.855
2950	0.15952	4.1877e-002	4.4892e-002	24.814
2951	0.15951	4.733e-002	4.5323e-002	24.849
2952	0.15677	4.1854e-002	4.5614e-002	24.83
2955	0.15697	3.5233e-002	4.5007e-002	24.783
2956	0.15539	3.8262e-002	4.5697e-002	24.812
2960	0.15532	3.0967e-002	4.5e-002	24.762
2961	0.15421	3.521e-002	4.5729e-002	24.796
2962	0.15161	3.2763e-002	4.6006e-002	24.794
2968	0.15416	2.7944e-002	4.492e-002	24.747
2969	0.1517	2.9427e-002	4.5601e-002	24.768
2970	0.15114	3.1549e-002	4.5966e-002	24.788
2973	0.151	2.7618e-002	4.5562e-002	24.758
2974	0.15263	2.3969e-002	4.4813e-002	24.728
2975	0.15239	2.4952e-002	4.4988e-002	24.735
2978	0.1495	1.5836e-002	4.4582e-002	24.692
2979	0.14965	1.9437e-002	4.4959e-002	24.711
2980	0.15097	1.9638e-002	4.4678e-002	24.709
2982	0.14882	1.7271e-002	4.4891e-002	24.702
2983	0.14858	1.8254e-002	4.5066e-002	24.708
2986	0.14686	1.4651e-002	4.5064e-002	24.693
2988	0.14819	1.5635e-002	4.4863e-002	24.694
3040	0.14406	1.5279e-002	4.5761e-002	24.707
3041	0.14486	1.5885e-002	4.5654e-002	24.708
3043	0.14618	1.6086e-002	4.5373e-002	24.704
3047	0.14407	1.6062e-002	4.5841e-002	24.712
3048	0.14074	1.6023e-002	4.6492e-002	24.729
3049	0.14269	1.7181e-002	4.6206e-002	24.726
3052	0.12976	1.8481e-002	4.8629e-002	24.821
3053	0.13347	2.1671e-002	4.8392e-002	24.825
3054	0.13624	1.9434e-002	4.7661e-002	24.783
3055	0.13567	1.7157e-002	4.7581e-002	24.767
3059	0.12494	1.9561e-002	4.9324e-002	24.871
3060	0.12616	2.2834e-002	4.9386e-002	24.901
3061	0.13009	2.2428e-002	4.8895e-002	24.861
3065	0.1199	2.0691e-002	4.9727e-002	24.931
3066	0.12472	2.3158e-002	4.9578e-002	24.918
3067	0.12107	2.3328e-002	4.9767e-002	24.957
3070	0.11128	2.2622e-002	5.0121e-002	25.048
3071	0.11383	2.4304e-002	5.0168e-002	25.048
3072	0.11747	2.4134e-002	4.9979e-002	25.007
3076	0.10402	2.4248e-002	5.0324e-002	25.146
3077	0.10881	2.5428e-002	5.0351e-002	25.121
3078	0.10388	2.789e-002	5.0439e-002	25.226
3082	0.10164	2.8392e-002	5.0459e-002	25.261
3083	0.10013	2.5121e-002	5.0301e-002	25.2
3084	9.9759e-002	2.7175e-002	5.0355e-002	25.248
3087	9.4529e-002	2.6374e-002	5.0184e-002	25.275
3088	9.4578e-002	2.6699e-002	5.0164e-002	25.282
3089	9.6822e-002	2.5861e-002	5.0213e-002	25.246
3090	9.5517e-002	2.7307e-002	5.0216e-002	25.289
3093	9.3624e-002	2.6577e-002	5.0207e-002	25.286
3094	9.3937e-002	2.6842e-002	5.0179e-002	25.29
3097	9.2748e-002	2.6773e-002	5.0197e-002	25.297
3098	9.3674e-002	2.6901e-002	5.0187e-002	25.293
3099	9.3211e-002	2.6837e-002	5.0192e-002	25.295
3102	9.0824e-002	2.7204e-002	5.0218e-002	25.319
3103	9.1179e-002	2.9096e-002	5.0316e-002	25.362
3104	9.2598e-002	2.6974e-002	5.0174e-002	25.303
3105	9.3007e-002	2.7952e-002	5.022e-002	25.323
3110	8.5452e-002	2.8408e-002	5.0278e-002	25.365
3111	8.8201e-002	2.7792e-002	5.0298e-002	25.343
3112	8.8556e-002	2.9683e-002	5.0395e-002	25.386
3113	8.7649e-002	3.0801e-002	5.0353e-002	25.422
3117	8.213e-002	2.9152e-002	5.0277e-002	25.388
3118	8.3639e-002	3.0644e-002	5.0194e-002	25.427
3120	8.6211e-002	3.1124e-002	5.0294e-002	25.436
3123	7.8391e-002	2.9989e-002	5.0328e-002	25.404
3124	8.1756e-002	3.1066e-002	5.0252e-002	25.437
3125	7.8258e-002	3.2108e-002	5.0228e-002	25.461
3127	7.5724e-002	3.0919e-002	5.0492e-002	25.411
3128	7.6403e-002	3.2524e-002	5.0222e-002	25.465
3168	7.5591e-002	3.3038e-002	5.0391e-002	25.472
3170	7.3737e-002	3.2176e-002	5.0529e-002	25.437
3171	7.4077e-002	3.2979e-002	5.0394e-002	25.463
3173	6.9506e-002	3.4854e-002	5.0134e-002	25.513
3174	7.154e-002	3.6276e-002	5.0134e-002	25.57
3176	7.1387e-002	3.3663e-002	5.0264e-002	25.48
3177	7.1726e-002	3.4466e-002	5.0129e-002	25.509
3180	6.7909e-002	3.5865e-002	5.0137e-002	25.535
3181	7.0834e-002	3.6723e-002	5.0137e-002	25.581
3183	6.4817e-002	3.7821e-002	5.0132e-002	25.571
3184	6.6634e-002	3.8799e-002	5.0137e-002	25.617
3185	6.9943e-002	3.7287e-002	5.0137e-002	25.594
3188	6.4434e-002	4.0191e-002	5.0132e-002	25.638
3190	6.1382e-002	4.e-002	5.0103e-002	25.596
3191	6.2253e-002	4.0635e-002	5.0102e-002	25.624
3232	5.7332e-002	4.2579e-002	5.0024e-002	25.612
3233	5.7601e-002	4.2652e-002	5.0021e-002	25.618
3234	5.8294e-002	4.1967e-002	5.0039e-002	25.61
3235	5.8692e-002	4.243e-002	5.0036e-002	25.628
3238	5.7257e-002	4.2871e-002	5.0019e-002	25.619
3239	5.6258e-002	4.3263e-002	5.0022e-002	25.613
3240	5.649e-002	4.3398e-002	5.0019e-002	25.62
3244	5.0779e-002	4.6753e-002	5.0025e-002	25.588
3245	5.1271e-002	4.6838e-002	5.0022e-002	25.6
3246	5.188e-002	4.6052e-002	5.0026e-002	25.596
3247	5.2038e-002	4.6311e-002	5.0022e-002	25.605
3250	5.09e-002	4.7074e-002	5.002e-002	25.597
3251	4.9357e-002	4.7658e-002	5.0073e-002	25.575
3252	5.0577e-002	4.7766e-002	5.0061e-002	25.604
3255	4.5308e-002	5.0238e-002	5.0296e-002	25.524
3257	4.7508e-002	5.118e-002	5.0284e-002	25.598
3258	4.7257e-002	4.8996e-002	5.0174e-002	25.55
3259	4.8154e-002	4.9796e-002	5.0202e-002	25.586
3263	4.3087e-002	5.1652e-002	5.0408e-002	25.495
3265	4.661e-002	5.1752e-002	5.0356e-002	25.584
3266	4.5333e-002	5.3717e-002	5.0538e-002	25.587
3269	4.0477e-002	5.3665e-002	5.0376e-002	25.465
3270	4.4011e-002	5.4558e-002	5.0579e-002	25.565
3318	3.6351e-002	5.7414e-002	5.045e-002	25.408
3319	4.2722e-002	5.573e-002	5.0506e-002	25.553
3320	3.9016e-002	6.0205e-002	5.0571e-002	25.514
3321	4.238e-002	5.7355e-002	5.0599e-002	25.573
3322	4.1372e-002	5.9178e-002	5.0643e-002	25.575
3325	3.321e-002	6.0269e-002	5.0608e-002	25.35
3326	3.618e-002	6.2783e-002	5.0718e-002	25.456
3327	3.2863e-002	6.1348e-002	5.0654e-002	25.35
3330	3.079e-002	6.2468e-002	5.0706e-002	25.308
3331	3.2558e-002	6.1625e-002	5.0666e-002	25.344
3334	2.702e-002	6.5893e-002	5.0855e-002	25.235
3335	2.898e-002	6.7466e-002	5.091e-002	25.29
3336	3.0097e-002	6.4625e-002	5.0798e-002	25.301
3337	3.0443e-002	6.3546e-002	5.0752e-002	25.305
3340	2.3791e-002	6.8828e-002	5.0971e-002	25.173
3342	2.7325e-002	6.897e-002	5.0973e-002	25.255
3346	2.0033e-002	7.2243e-002	5.1044e-002	25.113
3348	2.5751e-002	7.04e-002	5.1026e-002	25.224
3349	2.3241e-002	7.3338e-002	5.1135e-002	25.181
3352	1.7703e-002	7.5577e-002	5.1081e-002	25.089
3353	2.1057e-002	7.5323e-002	5.1154e-002	25.144
3391	1.7295e-002	7.9369e-002	5.1221e-002	25.093
3392	2.0911e-002	7.6673e-002	5.1172e-002	25.146
3394	1.9392e-002	7.8392e-002	5.1165e-002	25.125
3396	1.6913e-002	8.2908e-002	5.1355e-002	25.093
3397	1.7933e-002	8.3384e-002	5.1417e-002	25.108
3399	1.9129e-002	8.0833e-002	5.1287e-002	25.125
3403	1.6653e-002	8.5329e-002	5.1421e-002	25.091
3404	1.7815e-002	8.4482e-002	5.143e-002	25.108
3407	1.6279e-002	8.8795e-002	5.1462e-002	25.085
3408	1.7672e-002	8.5805e-002	5.1483e-002	25.106
